"X0"	"X0.1"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"
"IMAGE:200402"	-0.314369	-0.424922	-0.282362	-0.00834	-0.06996	0.570619	0.994792	1.545273	1.239928	1.241462	0.457634	-0.111165	-0.594691	-1.093334	-1.520401	-1.15816	-0.927982	-0.454625	-0.205617	0.106709	0.461279	0.774974	0.590018	0.795024	0.553098	0.125055	-0.278207	-0.497525	-0.764278	-0.587602	-0.412603	-0.05176	0.125179	0.493177	0.478455	0.720186	0.450746	0.515271	0.315261	0.147789	0.009765	-0.148188	-0.577987	-0.376954	-0.61516	-0.566698	-0.456282	-0.114185
"IMAGE:204214"	0.4308	0.597364	0.636145	0.66584	0.216126	0.150169	-0.083792	-0.489485	-0.640548	-0.703117	-0.516052	-0.251057	-0.301935	0.068147	0.440457	0.618825	0.574708	0.558578	0.770901	0.432153	0.028495	-0.052996	-0.338546	-0.497308	-0.532668	-0.541635	-0.824094	-0.471109	0.22226	0.416767	0.425686	0.371992	0.32901	0.017096	-0.303947	-0.287443	-0.267698	-0.228449	-0.377063	-0.433174	-0.526516	-0.269585	-0.061351	0.13823	0.006481	0.287091	0.276574	0.189726
"IMAGE:810209"	-0.527984	-0.489397	-0.299778	-0.299553	-0.10967	0.176659	0.707874	0.826747	1.078941	0.877749	0.243197	-0.013251	-0.113601	-0.392777	-0.473988	-0.460795	-0.628172	-0.335792	-0.401212	-0.125174	0.849526	0.513993	0.617532	0.584605	0.213358	-0.090391	-0.034086	-0.37804	-0.446452	-0.52378	-0.262672	-0.379479	-0.232447	0.145058	0.513949	0.517008	0.246394	0.111787	0.315857	0.162017	0.179403	-0.015883	-0.070841	-0.305956	-0.233414	-0.305571	-0.196267	-0.058304
"IMAGE:565734"	0.468275	0.414059	0.244421	0.331013	-0.026803	-0.15963	-0.581414	-0.486471	-0.871861	-0.539277	-0.559596	-0.372613	-0.016567	0.338812	0.40943	0.65929	0.72102	0.257026	0.416133	-0.077164	-0.518943	-0.3752	-0.785047	-0.765453	-0.361006	-0.448336	-0.054104	0.155594	0.496216	0.507444	0.350165	0.311973	0.261778	0.057291	-0.041366	-0.326589	-0.496693	-0.347888	-0.352446	-0.388378	0.110726	0.169469	0.210212	0.301582	0.309788	0.286023	0.223375	0.039389
"IMAGE:795936"	0.218882	-0.21846	-0.30533	-0.525957	-0.449874	-0.241993	-0.003951	0.252162	0.196523	0.405122	0.410833	0.336254	-0.195055	-0.29642	-0.929617	-1.03725	-0.748409	-0.234861	-0.336522	0.086237	-0.364508	0.340472	0.355004	0.685922	0.755783	0.643628	0.328931	0.177704	-0.408765	-0.515113	-0.310699	-0.014372	-0.180109	0.06731	0.037544	0.456184	0.325647	0.378245	0.13462	0.259347	0.201396	0.194468	0.091674	-0.005874	-0.137288	0.103033	-0.144974	-0.098576
"IMAGE:824962"	-0.105697	-0.277943	-0.321734	0.079518	-0.061457	0.418453	0.372657	1.03517	1.143132	1.076069	0.689873	0.107724	-0.365261	-0.664217	-0.9545	-1.056467	-1.017525	-0.674569	-0.509981	-0.07639	-0.212427	0.544908	0.687988	0.72888	0.735969	0.503542	-0.2357	-0.302823	-0.682587	-0.758665	-0.825561	-0.386699	-0.128239	0.403456	0.564556	0.497714	0.694325	0.594666	0.437516	0.328402	0.231229	0.055162	-0.331824	-0.235658	-0.606124	-0.368766	-0.644631	-0.427678
"IMAGE:624627"	0.655335	0.867132	0.887417	0.714659	0.623168	0.655375	0.388599	0.06003	0.015128	-0.234077	-0.374356	-0.063374	-0.487834	-0.600907	-0.218487	0.080886	0.308195	0.516732	0.849259	0.731178	0.52254	0.428536	0.234554	0.008708	-0.077702	-0.603542	-1.283962	-0.862932	-0.242289	-0.401834	0.026534	0.043527	0.252533	-0.016097	0.027792	-0.082143	0.030633	0.010405	-0.137935	-0.200594	-0.788943	-0.511481	-0.307946	-0.262307	-0.638792	-0.331471	-0.147249	-0.032175
"IMAGE:645565"	-0.780558	-0.715779	-0.663137	-0.634861	-0.38542	-0.180966	0.415503	0.592292	0.85237	0.920027	0.599079	0.411074	0.190215	-0.294866	-0.768681	-1.186552	-1.136162	-0.743462	-0.522052	0.026968	0.083708	0.483001	0.475742	0.831255	0.741906	0.522953	0.103661	-0.306118	-0.330286	-0.515408	-0.542009	-0.324199	-0.160008	0.123889	0.44367	0.510794	0.33886	0.745019	0.624054	0.576057	0.554917	0.266147	0.004821	0.023326	-0.171421	-0.297057	-0.313852	-0.194714
"IMAGE:2019372"	-0.399714	-0.38224	-0.146274	-0.385816	-0.261877	0.241219	0.681403	0.890669	0.87392	1.264619	0.965059	0.674013	0.241672	-0.158569	-0.839433	-0.990134	-1.016907	-0.637999	-0.368178	-0.082038	0.274419	0.429804	0.805855	0.905844	0.715203	0.511057	-0.104772	-0.579433	-0.594257	-0.621636	-0.815339	-0.421141	-0.070239	0.306591	0.517212	0.372119	0.50583	0.416987	0.313114	0.08652	0.151193	-0.182977	-0.13836	-0.782103	-0.646759	-0.451016	-0.497829	-0.343671
"IMAGE:1540227"	-0.392369	-0.584196	-0.596094	-0.592352	-0.48991	-0.101183	0.396171	0.623033	0.552106	0.993897	0.696207	0.833894	0.237039	-0.060035	-0.609891	-1.099902	-0.653089	-0.711826	-0.40233	0.119058	-0.212921	0.489135	0.515314	0.945957	0.469906	0.806747	0.29485	-0.14709	-0.597079	-0.734069	-0.670943	-0.217009	-0.183181	-0.069328	0.450611	0.338758	0.40091	0.445975	0.23913	0.542974	0.47967	0.100888	-0.17601	-0.055049	-0.486148	-0.423018	-0.271797	-0.433808
"IMAGE:705064"	-0.143179	-0.18945	-0.202942	-0.332946	-0.318038	-0.274631	0.218751	0.371601	0.570581	0.48507	0.491131	0.161634	-0.009029	-0.546983	-0.546883	-0.795911	-0.502076	-0.208207	-0.08172	-0.103241	0.372936	0.331138	0.362227	0.657261	0.422816	0.675596	0.135215	-0.179323	-0.329172	-0.505336	-0.435955	-0.030507	0.054654	0.163105	0.712553	0.387476	0.478301	0.232698	0.133505	0.339592	0.157165	-0.172706	-0.496031	-0.470977	-0.449381	-0.375943	-0.30797	-0.119328
"IMAGE:236142"	0.448647	0.499191	0.352952	0.080114	0.203187	-0.225586	-0.386873	-0.757563	-0.846596	-1.185242	-0.762269	-0.590025	-0.432622	-0.021554	0.263312	0.206314	0.679025	0.519935	0.803833	0.365045	-0.108808	-0.026252	-0.249025	-0.371216	-0.483592	-0.351298	-0.337886	-0.154526	0.288871	0.483632	0.441158	0.250448	0.387012	0.214102	0.235629	-0.296238	-0.178748	-0.238986	-0.129279	-0.246361	-0.121062	-0.303928	0.059797	0.060006	0.361102	0.406941	0.507123	0.175714
"IMAGE:842968"	-0.140478	-0.052519	-0.045471	-0.142208	0.100084	0.133392	0.428763	0.391265	0.734845	0.651463	0.428261	0.536732	0.263823	-0.436765	-0.485443	-0.838689	-0.590632	-0.491057	0.041633	-0.062636	0.308835	0.311683	0.186389	0.501938	0.755764	0.303773	-0.139823	-0.821398	-0.129362	-0.83808	-0.342502	-0.278724	-0.05785	-0.068712	0.35988	0.05286	0.329484	0.498547	0.418989	0.134755	0.081463	-0.000831	-0.303626	0.079357	-0.326274	-0.513894	-0.590346	-0.452532
"IMAGE:511096"	-0.581883	-0.828945	-0.645723	-0.30754	-0.670286	-0.390945	0.051945	0.484342	0.813266	0.934852	0.776145	0.551865	0.26197	0.153064	-0.161679	-0.341447	-0.269126	-0.258711	-0.376258	-0.260675	-0.049052	0.290211	0.349088	0.623483	0.429425	0.556275	0.201201	-0.095981	-0.279441	-0.314805	-0.324165	-0.106735	-0.079062	0.062997	0.222118	0.168628	0.211448	0.254595	0.298089	0.333836	0.199352	-0.024745	0.006908	-0.219057	-0.228149	-0.478785	-0.301299	-0.228296
"IMAGE:244767"	-0.009162	0.080248	0.062589	0.035646	-0.075398	-0.043461	0.114514	0.031116	0.298482	0.337911	0.306378	0.164852	-0.191137	-0.430483	-0.536385	-0.558354	-0.532773	-0.080192	-0.013764	0.009605	0.200633	0.369003	0.352415	0.560747	0.405673	0.301325	-0.267728	-0.170692	-0.386894	-0.476066	-0.420922	-0.03376	-0.042514	0.243582	0.28248	0.482923	0.198768	0.34223	0.094799	0.210414	0.206889	-0.051873	-0.241146	-0.006903	-0.448954	-0.387031	-0.33317	-0.283383
"IMAGE:713236"	-0.201295	-0.2412	-0.493957	-0.118206	-0.341957	-0.059103	0.160649	0.598452	0.667843	0.595673	0.68237	0.371415	0.090528	-0.22884	-0.746812	-0.242341	-0.441199	-0.087191	-0.117751	0.265351	0.103515	0.619967	0.574254	0.510869	0.519955	0.576688	-0.105723	-0.275291	-0.312777	-0.392417	-0.405274	-0.255662	-0.030977	0.049849	0.234337	0.079964	0.224257	0.247384	0.218537	0.019415	-0.024974	-0.030635	-0.16412	-0.565094	-0.225617	-0.26755	-0.44347	-0.328289
"IMAGE:128711"	-0.126308	-0.15182	-0.222819	-0.026788	-0.11497	0.104138	0.293594	0.738344	0.807118	0.95736	0.842798	0.811123	0.317735	-0.034036	-0.461629	-0.619292	-0.764675	-0.413563	-0.199759	0.145017	0.080363	0.443022	0.514735	0.793345	0.800978	0.520397	-0.49291	-0.568881	-0.381033	-0.9414	-0.8421	-0.64831	-0.101652	-0.060461	0.136494	0.130201	0.195222	0.31557	0.196753	0.400389	0.110383	0.066738	-0.392396	-0.206024	-0.496516	-0.442041	-0.479548	-0.335267
"IMAGE:796694"	-0.265507	-0.261466	-0.318213	-0.058334	-0.128834	-0.117533	0.207038	0.420842	0.439328	0.490132	0.503575	0.355927	0.450479	0.020033	-0.165314	-0.284496	-0.614883	-0.252433	-0.471778	-0.144566	-0.118014	0.304069	0.703197	0.485268	0.440881	0.411299	-0.015349	0.037203	-0.338889	-0.380001	-0.441662	-0.464886	-0.42156	0.053026	0.101336	0.029789	0.126163	0.291683	0.226562	0.246985	0.243585	0.166334	0.014312	-0.10417	-0.316658	-0.248698	-0.17565	-0.193341
"IMAGE:781089"	-0.591134	-0.672307	-0.861083	-0.284097	-0.692889	-0.327979	-0.047141	0.193798	0.490312	0.549496	0.31341	0.124936	0.284373	0.294887	-0.103018	0.051602	-0.353139	-0.225181	-0.450327	-0.413157	-0.305264	0.079879	0.176188	0.524804	0.399568	0.512733	0.355904	0.629507	-0.006892	-0.033722	-0.430932	-0.190721	-0.295582	0.006661	-0.067039	0.178038	0.182186	0.190891	0.178104	0.32169	0.46964	0.369391	-0.048288	0.064369	0.013517	-0.091546	-0.252875	-0.037614
"IMAGE:853066"	-0.38149	-0.184656	-0.160005	-0.416399	-0.361674	-0.348336	0.069999	0.039248	0.20283	0.332864	0.235039	0.209539	0.018786	-0.09479	-0.394822	-0.587736	-0.392807	-0.322217	-0.245981	0.096555	-0.080589	0.283453	0.259599	0.844357	0.653715	0.720132	0.198357	-0.276089	0.14608	-0.406049	-0.196606	-0.231412	-0.216044	-0.285567	0.404858	0.067238	0.409053	0.320047	0.158084	0.424797	0.30722	0.148008	0.170471	0.07785	-0.284099	-0.334418	-0.125438	-0.555429
"IMAGE:415064"	0.410594	0.438347	-0.314221	-0.450918	-0.17589	-0.23309	0.010198	-0.285901	-0.22111	-0.675565	-0.480205	-0.226951	0.287735	0.587951	0.383304	0.658221	0.494011	0.318938	0.582751	0.29483	-0.02197	-0.131001	-0.116886	-0.436058	-0.184558	-0.330827	-0.235906	0.076672	0.37806	0.375091	0.366638	0.014768	-0.012742	0.229243	-0.272359	-0.124513	-0.336157	-0.266059	-0.168441	-0.452358	-0.178008	-0.104579	0.115626	0.071339	0.183744	0.348575	-0.01677	-0.154943
"IMAGE:128947"	-0.439503	-0.441263	-0.28497	-0.00992	-0.492527	-0.227413	-0.40101	0.262734	0.225029	0.536877	-0.016951	0.513407	-0.181143	0.011553	-0.40854	-0.326051	-1.130287	-0.011653	-0.394215	0.240982	-0.21804	0.623758	-0.0135	0.85394	0.531493	0.795219	0.220214	-0.124823	-0.379729	-0.388145	-0.377755	0.087683	-0.063889	0.225111	0.25218	0.268413	0.448944	0.224193	0.215363	0.072603	0.163457	0.084273	-0.072123	0.082767	-0.386677	-0.438677	-0.115173	0.252438
"IMAGE:1540236"	-0.123294	-0.009355	0.016042	0.184658	0.164385	0.879397	1.048161	1.208972	1.04865	0.831828	-0.038218	-0.5841	-0.634498	-0.95516	-0.787361	-0.595956	-0.250401	0.096543	0.323671	0.650518	0.590788	1.008097	0.661915	0.545418	0.045242	-0.285149	-0.750969	-0.798203	-0.522884	-0.547412	-0.249942	0.137591	0.191224	0.571846	0.504021	0.418998	0.151199	0.12921	0.033045	-0.173504	-0.309762	-0.637608	-0.719746	-0.513025	-0.693421	-0.50827	-0.327572	-0.060381
"IMAGE:71902"	0.095472	0.040565	0.299696	0.167762	-0.162612	0.074487	0.337131	0.579524	0.930161	0.629619	0.533654	0.357884	-0.246912	-0.438554	-0.462124	-0.438378	-0.296465	-0.285691	-0.131387	0.295645	0.03713	0.678021	0.534863	0.76714	0.433926	0.095812	-0.056705	-0.270235	-0.247188	-0.548897	-0.229224	-0.403493	-0.030751	0.151272	-0.144184	0.00291	0.15765	0.213763	0.109323	-0.101032	-0.110555	-0.222683	-0.505397	-0.202446	-0.456151	-0.620672	-0.373957	-0.28515
"IMAGE:418150"	0.352205	0.610131	0.256992	0.501876	0.129601	-0.056709	-0.444279	-0.193169	-0.160356	-0.80329	-0.548215	0.005917	0.101489	0.334673	0.195422	0.749005	0.887866	0.415854	0.445972	0.513364	0.000182	-0.285026	-0.667297	-0.494784	-0.11383	-0.784554	-0.590423	-0.378957	0.435301	-0.361252	0.518467	0.218159	0.259106	0.145709	-0.458744	-0.537256	-0.567045	0.107142	-0.236789	-0.4967	-0.179154	-0.127745	0.405235	0.168538	0.381232	0.1298	0.050088	-0.052283
"IMAGE:815287"	0.127526	-0.094685	0.021203	-0.097025	-0.115021	-0.044362	0.26589	0.614523	0.608034	0.484638	0.226129	-0.104676	-0.251308	-0.585794	-0.39456	-0.683245	-0.200006	-0.015987	0.004669	0.290816	0.247296	0.521606	0.234639	0.670769	0.237066	0.327316	-0.114526	-0.352148	-0.432435	-0.340925	-0.311838	-0.043211	0.047815	0.069338	0.195877	0.142782	0.108424	0.177572	-0.099888	0.116559	-0.060521	-0.086816	-0.235691	-0.336279	-0.189325	-0.280271	-0.061793	-0.15378
"IMAGE:824753"	-0.385504	-0.240684	-0.141971	0.000296	-0.41478	0.058974	0.510454	0.526166	0.652379	0.589897	0.111863	0.148994	-0.224344	-0.42354	-0.200656	-0.366187	-0.488425	-0.336147	-0.16679	0.008551	0.197689	0.450641	0.597319	0.423099	0.15225	0.174892	-0.199581	-0.415208	-0.323972	-0.352561	0.037102	-0.038957	-0.141219	0.140358	0.210927	0.194958	0.203185	0.213773	0.098616	0.078078	0.100767	0.019523	-0.208285	-0.073308	-0.164072	-0.131746	-0.049458	-0.021197
"IMAGE:281898"	-0.72658	-0.677125	-0.54017	-0.402685	-0.57879	0.205334	0.679483	1.053762	1.061006	0.640726	0.028136	-0.29488	-0.459236	-0.973469	-0.691347	-0.944047	-0.725802	-0.38792	-0.186052	0.182054	0.88151	0.692887	0.578922	0.549944	0.287307	0.173179	-0.32166	-0.362326	-0.328153	-0.669533	-0.381247	-0.021043	0.261874	0.62672	0.828347	0.724239	0.468935	0.432087	0.127198	0.31962	0.135322	0.03313	-0.186262	-0.365002	-0.348649	-0.099919	-0.16975	0.125408
"IMAGE:415089"	-0.20222	-0.260667	-0.262777	-0.13425	-0.390053	-0.033534	0.177144	0.243906	0.647512	0.780538	0.58635	0.388765	0.386182	0.213588	-0.343661	-0.39483	-0.81231	-0.360369	-0.540895	-0.117624	-0.375221	0.307736	0.255021	0.632566	0.355555	0.250971	0.063846	-0.053981	-0.175207	-0.504141	-0.579008	-0.17177	-0.294843	-0.247912	0.288865	0.231599	0.329355	0.187571	0.330857	0.439976	0.556582	0.067505	-0.067051	-0.107639	-0.32986	-0.299159	-0.245781	-0.330128
"IMAGE:510228"	-0.25767	0.013272	-0.030322	0.087418	-0.026531	0.340179	0.49351	0.429352	0.88795	0.710332	0.500399	0.219094	0.284093	0.192477	-0.528868	-0.414726	-0.78178	-0.68998	0.018116	0.197952	0.554606	0.384808	0.451029	0.579474	0.523341	0.12247	-0.906116	-0.560117	-0.109856	-0.742894	-0.154668	-0.370091	0.029494	0.193144	0.468191	-0.113124	0.271551	0.017521	0.276676	-0.109891	0.01964	-0.277662	-0.14181	-0.140337	-0.169396	-0.425732	-0.632485	-0.63617
"IMAGE:2062329"	-0.167448	-0.093251	-0.211254	0.093635	-0.088798	-0.066567	0.133172	0.647571	0.823979	0.85716	0.442746	0.204992	-0.549149	-1.003555	-0.948842	-0.927315	-0.614152	-0.450939	-0.10963	0.102766	0.172726	0.673337	0.586697	0.725004	0.494602	0.509051	-0.163173	-0.602297	-0.748693	-0.455242	-0.615318	-0.120322	0.022584	0.425583	0.436696	0.654624	0.311775	0.342878	0.290145	0.270749	0.180471	-0.054284	-0.274383	-0.34926	-0.551892	-0.202844	-0.1605	-0.120012
"IMAGE:45138"	-0.643631	-0.553776	-0.523754	-0.289856	-0.070592	-0.136612	0.043199	0.353725	0.619421	0.578966	0.581371	0.420446	0.306234	-0.112434	-0.135953	-0.326219	-0.264835	-0.413814	-0.32126	-0.404517	0.119146	0.054661	0.23396	0.349589	0.572932	0.352912	0.473936	0.039846	-0.243699	-0.220637	-0.411271	-0.196339	-0.468252	-0.066326	0.260669	0.298079	0.222507	0.301466	0.273932	0.185296	0.39768	0.185966	-0.09089	-0.012783	-0.22152	-0.435038	-0.119854	-0.313471
"IMAGE:700792"	-0.481314	-0.311165	-0.488006	-0.793592	-0.471975	-0.403816	-0.072333	0.344998	0.344699	0.650983	0.12407	0.436405	-0.051046	0.165265	-0.056682	-0.226308	-0.056655	-0.274717	-0.464076	-0.214901	-0.300598	0.067364	0.080066	0.69075	0.472494	0.444569	0.249968	0.322845	-0.171078	-0.039529	-0.240188	-0.383506	-0.021298	-0.108338	-0.02525	0.280538	0.190095	0.157753	0.054706	0.494307	0.201283	0.21946	-0.088716	-0.012155	-0.014064	0.068704	-0.093777	0.017464
"IMAGE:196303"	-0.097679	-0.024346	-0.15061	-0.197783	-0.158829	-0.350151	0.077116	0.085574	0.180532	0.414365	0.194867	0.36307	0.124062	-0.44189	-0.529153	-0.474981	-0.614431	-0.22508	-0.164501	0.054663	0.093343	0.225907	0.36352	0.595338	0.384136	0.236936	0.104285	-0.294687	-0.419629	-0.40284	-0.159484	-0.052736	-0.030887	0.089873	0.065826	0.221939	0.293441	0.258867	0.294571	0.28764	0.47068	0.06259	-0.274844	-0.172122	-0.118222	-0.084648	-0.040565	-0.07546
"IMAGE:357373"	0.084893	-0.274716	-1.167893	-0.066969	-0.430177	-0.041521	0.479349	0.023754	0.116772	0.108654	-0.195795	0.1851	-0.111981	0.118992	-0.310705	-0.520456	-0.118161	0.028648	-0.155897	-0.258395	0.162072	0.348189	0.023159	-0.232844	0.421493	0.143397	0.118808	0.027227	0.20163	-0.20056	-0.114173	0.295746	0.30608	0.171536	0.478145	0.389885	-0.009968	0.180851	-0.213304	0.311195	0.026828	0.007825	0.163907	0.166851	-0.197937	-0.485878	-0.335143	-0.068793
"IMAGE:723930"	-0.214872	-0.155788	-0.318868	-0.147375	-0.160253	0.245307	0.503532	0.269008	0.561407	0.476623	0.24395	0.025612	-0.033324	-0.205706	-0.353512	-0.251347	-0.324258	-0.361141	-0.155992	0.161157	0.323913	0.327541	0.446583	0.116651	0.471259	0.014053	-0.066354	-0.080135	-0.045509	-0.25581	-0.212345	-0.252332	0.114211	0.066294	0.305011	0.256488	0.220305	0.365885	0.166392	-0.002893	0.118633	-0.073036	0.004301	-0.557925	-0.470663	-0.350456	-0.29353	-0.293598
"IMAGE:1035796"	-0.309208	-0.371165	-0.341531	-0.111075	-0.413451	-0.019078	0.114052	0.417213	0.483647	0.456396	0.185254	-0.102625	-0.421751	-1.038187	-0.850331	-0.995391	-0.557516	-0.519959	-0.121976	0.355366	0.315486	0.867819	0.754887	0.801757	0.438453	0.208492	-0.304899	-0.603533	-0.441458	-0.559401	-0.537645	0.108972	0.438939	0.708049	0.531681	0.649564	0.615474	0.681869	0.322796	0.512854	0.148034	0.08434	-0.489036	-0.461276	-0.414867	-0.298095	-0.229776	0.164159
"IMAGE:134482"	0.239986	-0.260166	-0.237695	-0.291992	-0.534258	-0.098937	0.235858	0.218222	0.497455	0.426534	0.096197	0.395465	-0.277312	-0.295564	-0.54054	-0.533932	-0.391256	-0.061519	-0.294022	0.293644	-0.082652	0.118972	0.099937	0.466868	0.49911	0.415696	0.196393	-0.142448	-0.424784	0.015732	-0.231894	-0.184346	-0.009768	0.088794	0.199693	0.076537	0.106146	0.297053	0.063028	0.10377	0.390402	-0.02902	-0.37801	-0.064681	-0.116164	-0.053473	-0.216442	-0.102619
"IMAGE:292933"	0.085174	-0.096209	0.150528	0.148939	-0.031024	0.141684	0.58138	0.819175	0.302537	0.378334	0.237625	0.198126	-0.349831	-0.42117	-0.473171	-0.327556	0.170255	0.066572	-0.203828	0.237715	1.09259	0.550252	0.376014	0.398671	-0.095516	-0.014505	-0.147358	-0.758795	-0.326463	-0.352238	0.007114	-0.307365	-0.244235	-0.151296	0.474064	-0.075402	0.557731	0.179922	0.38488	0.05099	-0.592086	-0.357842	-0.239805	-0.203212	-0.745336	-0.234096	-0.008142	-0.120806
"IMAGE:1862628"	0.019283	0.093012	0.157138	0.267222	0.254795	0.137495	0.559199	0.859259	0.766616	0.52001	0.411903	-0.034603	-0.224729	-0.652074	-0.57073	-0.623446	-0.409494	-0.22321	-0.082123	0.20559	0.419076	0.401542	0.242852	0.249324	-0.131393	0.204226	-0.117456	-0.269026	-0.59083	-0.370194	-0.463715	-0.295607	0.083042	0.156653	0.070185	0.232307	0.11124	0.106494	-0.026154	0.052022	0.014252	-0.199601	0.01217	-0.671632	-0.138431	-0.333501	7e-06	-0.041851
"IMAGE:243135"	0.100495	-0.196872	-0.123247	-0.01411	-0.330816	-0.121734	0.144604	0.813964	0.769616	0.633918	0.260522	0.39939	-0.243165	-0.491808	-0.779819	-0.642299	-0.767929	-0.195748	-0.47182	0.040699	-0.031297	0.534865	0.330997	0.630812	0.379296	0.35769	-0.37838	-0.550388	-0.444494	-0.184083	-0.415565	-0.161956	-0.109261	0.29285	0.157823	0.287485	0.296842	0.276545	0.234265	0.377139	0.083503	0.193531	-0.54615	0.054988	-0.263495	0.028413	-0.04925	-0.138851
"IMAGE:297178"	0.078585	0.500836	0.425111	0.199992	0.0874	-0.017386	0.114515	-0.055265	-0.062443	-0.155269	-0.555107	-0.676955	-0.615133	-0.36494	0.003289	0.488369	0.897523	0.516054	0.985957	0.33958	0.76148	0.282067	0.257968	-0.186733	-0.357481	-1.000111	-0.674739	-0.306073	0.187385	-0.030786	0.400239	0.289055	0.623227	0.157828	0.302119	-0.278781	-0.155774	-0.133186	-0.283712	-0.378716	-0.51362	-0.281071	-0.277195	-0.5898	-0.072591	0.037937	0.14189	0.127812
"1292535"	-0.040807	-0.287942	-0.293471	-0.131926	-0.083456	0.424133	0.325406	1.012722	0.659042	0.848893	0.02248	-0.412867	-0.489026	-0.503332	-0.896146	-0.799274	-0.806013	-0.250099	-0.336633	0.078092	0.143414	0.507152	0.472736	0.480682	0.390873	0.147922	-0.323603	-0.360671	-0.550949	-0.25592	-0.365286	-0.080793	-0.020187	0.460332	0.39035	0.673503	0.436658	0.335613	0.393289	0.277028	0.266833	-0.145104	-0.286069	-0.367501	-0.409333	-0.177139	-0.22263	0.063066
"IMAGE:461933"	-0.180197	-0.168054	-0.150489	0.07544	-0.055781	-0.06587	0.302516	0.21614	0.742979	0.506926	0.263138	0.099893	0.038843	-0.514978	-0.717917	-0.826813	-0.710865	-0.473171	-0.253081	-0.101556	-0.002678	0.646289	0.50641	0.732322	0.56262	0.30744	-0.030351	-0.344761	-0.484057	-0.466299	-0.52507	-0.265444	-0.044946	0.446232	0.296576	0.481949	0.279688	0.44267	0.161115	0.353875	0.227556	0.134211	-0.04082	-0.162288	-0.445623	-0.441635	-0.285372	-0.277506
"IMAGE:429323"	-0.608823	-0.514286	-0.471132	-0.074362	-0.55748	-0.396992	-0.024765	0.311386	0.680857	0.511618	0.421915	0.335545	0.162506	-0.219965	-0.649066	-0.47627	-0.862086	-0.166812	-0.26704	0.250901	-0.045683	0.470443	0.427053	0.816845	0.860807	0.80955	0.271612	-0.290147	-0.201888	-0.413694	-0.595134	-0.151433	-0.063928	0.219052	0.098806	0.304796	0.285883	0.295223	0.281361	0.177168	0.295004	0.046427	-0.024458	-0.276269	-0.193269	-0.147658	-0.438191	-0.140411
"IMAGE:1564601"	0.827917	0.597796	0.727633	0.441155	0.080911	0.108528	-0.606862	-0.031696	-0.622943	-0.890714	-1.024674	-1.120663	-0.495432	0.248798	0.333932	1.152885	1.040995	0.763835	1.220587	0.703857	0.228862	-0.027416	-0.369539	-0.522451	-0.73746	-0.618379	-0.580159	-0.215094	0.575133	0.303321	0.69238	0.424118	0.463588	-0.094753	-0.280752	-0.736952	-0.44255	-0.583903	-0.54322	-0.354094	-0.699064	-0.030946	0.085497	0.115192	0.091084	0.027371	0.183866	-0.168939
"IMAGE:856289"	-0.31403	-0.294046	-0.263722	-0.169401	-0.198644	0.058873	0.202307	0.491137	0.514676	0.691778	0.52902	0.493058	0.402325	0.040799	-0.301553	-0.559574	-0.801286	-0.638171	-0.551274	-0.376767	-0.317666	0.243474	0.384141	0.474915	0.588657	0.563438	-0.088183	-0.05491	-0.103327	-0.486402	-0.597125	-0.524946	-0.191483	-0.317358	0.158323	0.274885	0.214402	0.434646	0.240655	0.536092	0.503169	0.384883	-0.168207	0.003791	-0.129978	-0.432172	-0.274033	-0.25522
"IMAGE:743810"	-0.128064	-0.288442	-0.24278	-0.345581	-0.354923	-0.098465	0.381782	0.707108	0.765875	0.982096	0.395526	0.102621	-0.173457	-0.618197	-0.670546	-1.149683	-0.61489	-0.422199	-0.122185	0.229542	0.359941	0.522746	0.357766	0.792945	0.469944	0.604981	-0.125298	-0.072171	-0.49088	-0.45894	-0.351192	-0.127436	-0.152145	0.266689	0.218469	0.407993	0.47447	0.540583	0.223068	0.257447	0.076723	-0.173782	-0.282973	-0.366355	-0.602828	-0.453994	-0.222632	0.063892
"IMAGE:811069"	0.808364	0.71292	0.753989	0.732949	0.309616	0.305805	0.326359	0.298534	0.152895	-0.058488	-0.057014	-0.209202	-0.47029	-0.544636	-0.466343	0.011661	0.114415	0.345881	0.50603	0.623568	0.337618	0.548621	0.203846	0.133501	-0.176629	-0.048456	-0.628329	-0.656208	-0.383651	-0.161749	-0.156788	-0.019444	0.106443	0.186933	-0.075234	-0.016034	-0.115896	-0.032815	-0.032189	-0.728366	-0.313533	-0.33036	-0.309707	-0.577608	-0.647133	-0.311645	-0.168055	-0.070214
