"X0"	"X0.1"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"
"IMAGE:1625706"	0.2095	0.411043	-0.151366	0.381164	0.171859	-0.355515	-0.358239	-0.051741	-0.566286	-0.041462	0.109196	-0.30961	0.053554	-0.121956	-0.201337	-0.163339	-0.159085	-0.120335	0.205807	0.217089	-0.459151	0.098766	0.324609	0.007501	0.000101	0.121621	0.085967	-0.297608	0.214162	0.340545	-0.339494	-0.029756	0.271933	-0.02082	0.343933	-0.45007	0.33815	-0.187266	-0.038992	-0.249069	-0.282957	0.036037	0.463283	-0.521053	0.20619	-0.020944	0.421369	0.228022
"IMAGE:1753044"	0.310866	-0.056286	-0.197689	-0.281171	0.145501	-0.370723	-0.074259	0.386544	0.325453	0.117112	0.494543	-0.185792	-0.236261	-0.326192	-0.242717	-0.423647	0.790651	-0.330528	-0.082915	-0.699199	0.224569	0.306643	-0.044545	-0.321329	0.763257	0.007209	0.060248	0.198601	-0.029326	0.00675	0.111345	-0.008176	-0.003702	0.29269	-0.249594	0.158491	0.135124	-0.012998	-0.130111	0.236846	-0.282595	-0.11801	-0.60078	-0.153623	0.184415	0.025207	0.125145	0.118469
"IMAGE:1543810"	-0.040671	0.04735	-0.285973	-0.402737	0.489675	-0.280994	0.206855	-0.622956	0.045464	-0.241538	-0.141721	-0.514973	0.25746	0.048007	0.558791	0.028179	0.010085	0.010902	-0.359518	1.092973	-0.104938	-0.038129	-0.285591	-0.419899	0.632381	0.38836	-0.065901	-0.086557	0.37583	0.035647	-0.504247	-0.066406	0.933605	0.720494	0.047248	-0.172958	-0.234239	0.094998	-0.32635	-0.598796	-0.642483	0.508579	0.521165	-0.449458	0.143477	0.103429	-0.611431	0.179318
"IMAGE:1895748"	1.162573	0.11661	0.24161	-0.029458	-0.134081	-0.20731	0.099787	0.352285	0.281737	-0.262753	0.168381	-0.30428	-0.046495	-0.190956	0.002233	-0.123442	0.254322	0.144102	0.027487	-0.401061	-0.434755	0.050933	-0.347487	-0.16572	-0.274984	-0.785833	0.183787	0.359728	0.087036	0.732771	0.050171	-0.335404	-0.061729	0.645883	-0.05503	0.015564	0.147524	-0.042171	-0.315531	-0.672808	0.177193	0.181492	-0.83824	0.003018	0.241	0.013056	-0.410926	-0.063489
"IMAGE:1518919"	-0.270403	0.093058	-0.152855	-0.290991	0.418001	-0.125572	0.037533	0.310266	-0.000853	0.061546	-0.105216	0.199948	-0.104399	0.201714	0.092716	0.258844	-0.637095	0.462801	-0.212735	-0.37758	-0.047869	0.305907	0.202989	0.178767	-0.208505	-0.397509	0.383109	0.438256	-0.213189	-0.064265	0.12962	0.031779	0.012066	0.081753	-0.119367	-0.293878	0.11408	0.274683	-0.371635	-0.539007	0.391016	0.367604	-0.164076	0.198393	0.036434	0.024022	-0.360626	0.134595
"IMAGE:980387"	0.605465	0.067823	-0.298042	0.693335	0.315454	0.206175	0.143043	0.123841	0.006753	0.150509	-0.02854	0.376397	-0.601272	-0.12322	0.170735	0.140027	0.321817	-0.297698	-0.212846	0.18749	-0.252257	-0.102435	-0.686867	-0.198285	-0.625412	0.04299	0.364605	-0.189544	-0.339315	0.132645	-0.225571	-0.252987	-0.294514	0.186751	0.33302	0.702578	-0.214367	-0.770057	-0.46029	0.448396	0.026984	0.579472	-0.448303	0.104658	-0.536552	0.149845	-0.292778	-0.28905
"IMAGE:504915"	0.701479	-0.181148	-0.593822	0.148862	-0.447133	-0.761284	-0.21311	0.231541	-0.477149	-0.036569	-0.06512	0.142217	0.728895	-0.168412	1.004079	-1.158519	0.476304	0.034745	1.313783	0.074051	0.496269	-0.05543	0.46414	-0.521969	-0.568011	-0.009563	0.256477	-0.854886	-0.096117	0.156452	0.359943	-0.408851	0.248912	0.580052	-0.497599	-0.347835	-0.21479	-0.093864	-0.244675	0.014969	-0.609085	-0.32813	1.281067	0.034696	0.138838	0.074489	-0.309431	0.147918
"IMAGE:307323"	0.145772	-0.312272	-0.220844	-0.127226	-0.396774	-0.225602	-0.383843	0.566438	-0.357322	-0.329706	-0.357804	-0.160107	0.647746	0.091529	1.187175	-0.724749	0.082998	0.002223	1.315837	-0.053665	0.290305	-0.219058	-0.03678	-0.44813	-0.213057	0.084358	-0.277059	-0.342219	0.114803	0.198539	-0.20936	0.07574	-0.123346	0.897617	-0.32231	-0.191886	0.264392	-0.112883	0.471349	-0.237962	-0.482296	-0.200387	1.05823	-0.055312	-0.287714	-0.216585	-0.022852	-0.053102
"IMAGE:447417"	-0.140748	-0.103747	-0.266833	0.035066	0.186301	-0.106426	0.346718	-0.224197	0.275567	-0.155252	-0.065933	-0.759358	0.456676	0.033874	0.00754	-0.085146	0.331025	0.223984	-0.202145	0.0264	0.018612	0.107319	0.165527	-0.21117	-0.161193	0.388538	-0.446053	0.156672	-0.323126	0.09181	-0.472657	-0.023947	-0.492123	0.382446	-0.10716	0.521097	0.081845	-0.055982	0.294473	-0.060521	0.046684	0.234731	0.250745	-0.188216	-0.186228	-0.271092	0.12484	0.825589
"IMAGE:1893824"	0.513486	-0.240074	-0.324007	-0.168671	-0.157908	-0.146288	-0.47152	0.328221	-0.283873	-0.047543	-0.127406	-0.053985	0.136948	0.210049	0.2786	-0.168637	0.219258	0.248187	0.15324	0.362343	-1.228145	-0.446317	-0.030466	-0.063105	-0.280391	0.066868	-0.118647	-0.172128	-0.197542	-0.307362	0.313123	0.107271	-0.119891	0.077802	-0.005746	0.17937	0.224065	0.27418	0.081179	-0.08316	-0.133486	0.418297	0.248108	0.333207	-0.068905	0.307908	0.008948	0.073608
"IMAGE:71087"	0.132351	-0.00208	0.905554	1.947831	1.186355	0.734897	0.249038	0.288404	0.03815	0.190435	-0.059232	0.359957	0.159837	0.09612	0.364727	-0.316407	0.342441	0.050052	0.031218	0.112828	-0.431782	-0.200989	-0.230026	-0.079736	-0.15872	0.098361	-0.237949	-0.56084	-0.20255	-0.119613	-0.215904	-0.325129	-0.192784	-0.235907	-0.401107	-0.349629	-0.259197	-0.276104	-0.356665	-0.209241	-0.414871	-0.334445	-0.195665	-0.350034	-0.253478	-0.153685	-0.18139	-0.429865
"IMAGE:428083"	0.520863	-0.24037	0.036485	0.108838	0.241239	-0.02539	0.163125	0.139316	0.178216	-0.411499	-0.349922	0.105505	0.110308	0.158408	0.293213	0.184226	-0.495517	0.505126	0.069815	0.01528	0.095253	-0.155822	-0.097066	-0.381581	0.301489	-0.087293	-0.290433	-0.223516	0.541469	-0.187545	-0.022717	-0.584628	0.143606	-0.517192	0.25089	-0.063308	0.081482	0.316393	-0.274817	0.030397	-0.38619	0.285514	-0.123629	0.592427	0.073562	-0.264614	-0.257915	-0.086901
"IMAGE:395974"	0.725054	-0.162405	-0.008481	-0.09921	-0.507894	-0.128619	-0.053165	0.449134	-0.369826	-0.309017	0.34185	0.610269	0.085013	-0.321051	0.320798	0.225406	0.34674	-0.169306	-0.067789	-0.119964	-0.312289	0.091823	0.087141	-0.428687	-0.018371	0.168155	-0.29123	-0.247144	-0.337756	0.173807	-0.099326	-0.132433	-0.091768	-0.416426	-0.160432	-0.058214	0.005296	0.049651	0.106285	0.308641	-0.081585	0.014365	0.268033	-0.215681	0.355618	-0.215458	0.331732	0.644637
"YLR077W"	0.51174	-0.041333	0.081663	0.085493	0.271466	0.141316	0.30197	-0.084444	-0.039036	-0.132183	0.331768	0.709878	0.505157	-0.940292	0.05676	-0.098461	0.298418	0.141344	0.093558	0.251979	0.242244	-0.21162	-0.353647	-0.421901	-0.227555	-0.956391	0.156314	-0.086794	0.009814	-0.499691	0.302002	-0.143326	-0.348529	-0.138065	-0.044828	0.042606	-0.047691	-0.446574	0.295722	-0.492987	-0.068718	0.077236	0.035424	-0.205688	0.267863	0.204042	0.581783	0.459039
"IMAGE:1855003"	0.104812	0.096893	0.260561	0.483527	-0.1786	0.231563	0.206055	0.195198	0.170609	0.348415	0.188396	0.023237	-0.362157	-0.101583	-0.13427	0.075035	-0.290936	0.216603	-0.347036	-0.446616	-0.282297	0.000993	0.207297	-0.262433	-0.373729	-0.061965	0.003782	0.052779	-0.489171	0.205634	0.008792	0.302421	-0.008173	-0.023082	-0.283028	0.573241	-0.41358	-0.140691	0.022928	0.042942	-0.337546	0.276576	-0.850282	0.596848	0.186406	0.43296	-0.146401	0.055095
"YNL216W"	0.296013	-0.086966	0.391023	0.264539	0.200042	-0.012308	0.355035	0.596564	-0.237032	0.710602	-0.09124	0.552918	0.276388	-0.170042	0.072559	0.184256	0.430228	0.280922	-1.326172	-0.365757	-2.155266	0.695365	-1.147867	0.326404	0.002167	-0.224904	-2.643177	0.813374	0.320648	-0.001874	-0.013103	0.482345	0.241513	0.222157	-0.026315	0.282617	0.181801	0.109578	-0.482135	0.712592	-0.725983	-0.181932	0.285824	0.151461	0.144615	0.136416	0.15569	0.104691
"IMAGE:377884"	0.231383	0.239254	0.11491	0.117008	0.434276	-0.417765	0.293953	-1.579287	0.471709	-0.021647	-0.78028	-0.190655	0.115078	-0.061938	-0.765352	-0.067571	0.381314	-0.178383	0.027712	-0.027298	-0.261945	-0.000267	-0.189338	-0.001345	-0.014231	-0.327903	-0.07694	0.350174	0.264619	-0.366029	0.313193	-0.326169	0.062348	0.127453	0.321399	-0.000271	0.351742	0.264521	-0.053141	0.130285	0.0861	-0.074039	0.075193	-0.166799	0.1384	0.104895	-0.05483	0.499179
"IMAGE:1862171"	0.125863	-0.016485	-0.363074	0.462658	0.097759	-0.092698	-0.064532	-0.697004	-0.377854	0.360677	-0.074005	-0.102802	-0.072163	0.007638	0.175448	0.059515	0.134404	0.025152	0.45474	-0.11483	0.387821	-0.274133	-0.321869	0.092228	0.269105	0.116789	-0.953482	0.290595	-0.186445	0.396822	-0.494576	0.260257	-0.113954	0.133535	0.189617	-0.134775	0.301497	-0.146821	0.076732	0.331121	-0.130818	-0.406697	0.625178	-0.255841	0.384297	-0.352955	0.146681	-0.821673
"IMAGE:2028837"	0.005472	0.163283	-0.258137	-0.324001	-0.161262	-0.153578	-0.243906	0.174941	-0.347205	0.382599	0.111022	-0.30946	0.07274	0.099848	0.254721	-0.189839	0.511694	0.220387	-0.065408	0.09422	0.252176	0.075184	-0.116839	0.015922	0.190541	0.590288	-0.224578	-0.203621	0.138418	-0.064764	-0.222816	0.228698	0.171685	-0.036876	-0.06071	-0.044304	-0.309466	-0.352123	-0.00761	0.202372	0.015392	0.060701	-0.011595	-0.011054	-0.091827	-0.426306	0.314861	-0.057252
"IMAGE:786069"	0.057717	0.226138	0.495447	0.060005	0.258758	-0.187833	0.107514	-0.058834	0.225379	0.361991	0.071687	-0.334276	0.215958	-0.708269	-0.239405	-0.06935	-0.086995	0.023003	-0.11117	-0.247018	0.282811	0.032482	0.246208	-0.170354	0.195081	0.18385	-0.097877	-0.033359	-0.007988	0.120054	-0.016653	0.262385	0.621511	-0.334103	0.175426	0.130359	0.256321	-0.092148	0.164315	-0.329584	-0.360625	-0.301082	-0.046348	-0.069211	0.111896	-0.48935	-0.35424	-0.110017
"IMAGE:753743"	0.80397	0.163589	0.05121	0.01794	0.187337	0.311302	0.280881	0.079273	0.394876	0.244306	0.495927	0.773621	0.255751	0.25514	0.264538	0.117426	0.431015	0.353092	-0.160437	0.52203	-0.589775	0.141327	-0.145362	0.037968	-0.117519	-0.095351	-0.020314	-0.043713	0.078154	-0.028693	0.127187	-0.041171	-0.159979	-0.038841	-0.494422	-0.571424	-0.449849	-0.185674	-0.240314	-0.295431	-0.314633	-0.335862	-0.14506	-0.262537	-0.097841	-0.197193	-0.522609	-0.674647
"IMAGE:1558492"	0.032512	0.165974	0.020614	0.30049	0.25407	-0.306753	0.756779	0.190286	0.683866	0.059808	-0.217883	-0.400544	0.006919	0.08229	0.187033	-0.118542	0.806018	0.035546	-0.378982	-0.153438	0.216489	-0.112439	-0.189482	-0.085788	-0.266096	-0.450714	-0.112589	0.053318	-0.21018	0.067748	-0.062122	0.090979	-0.341125	-0.39435	0.44191	-0.05371	-0.076836	0.242503	-0.011429	0.234543	-0.330622	0.063768	-0.282056	-0.458661	0.155976	-0.006842	0.098989	0.265022
"IMAGE:713203"	0.242095	0.540087	0.638816	0.107168	0.13359	-0.031497	0.125193	-0.480165	0.233923	-0.237683	0.121848	0.127461	0.063599	0.050508	0.40277	-0.180825	0.131729	-0.060712	0.252543	-0.145185	0.130993	-0.173238	0.049616	0.179885	0.277941	-0.440606	-0.303688	-0.413147	0.341336	-0.293049	0.177886	-0.283545	-0.124626	-0.673642	0.135826	-0.397095	0.20779	0.190137	0.016926	-0.023752	-0.245548	0.028696	-0.139493	0.353111	-0.055929	-0.217099	-0.023942	-0.130505
"IMAGE:279752"	0.25903	0.097397	-0.075259	0.09202	-0.445135	-0.257243	-0.281836	-0.413685	-0.18386	-0.309715	-0.391299	-0.182556	-0.328946	-0.447774	-0.530028	-0.405587	-0.356355	-0.34873	0.057339	-0.169797	-0.345695	-0.198124	-0.14291	0.269637	0.046876	0.16491	-0.040539	0.148782	-0.056782	0.195799	-0.07172	0.29008	0.191618	0.284139	0.121827	0.196376	0.049713	0.274823	0.174054	0.233945	0.368242	0.284701	0.174136	0.231883	0.253199	0.329567	0.104931	0.12941
"IMAGE:1914463"	-0.085571	0.22615	-0.220157	-0.503024	-0.521188	-0.175546	-0.095461	0.092857	-0.056532	-0.027133	0.082741	0.640027	0.054945	0.256311	-0.355773	0.109478	0.053144	-0.128687	0.068954	0.21666	0.258062	0.34114	-0.309233	0.014344	0.044845	0.301677	0.003895	0.208151	-0.676008	-0.407102	-0.252764	0.119857	-0.164584	0.225478	0.080294	-0.122263	-0.611353	0.083343	0.521458	0.104235	0.153237	-0.107084	0.104279	-0.422851	-0.028048	0.333439	0.235438	0.491956
"IMAGE:454498"	0.752171	0.027728	0.021093	-0.183131	0.029097	0.69927	-0.320359	0.400691	0.187438	0.202336	0.130292	-0.063305	-0.3219	0.235346	0.082055	0.130063	0.075872	0.06088	0.079308	-0.032851	-0.063896	0.236548	0.245758	0.458284	-0.1926	-0.338532	-0.104696	0.145182	-0.465104	-0.344063	-0.244673	0.381725	-0.095051	0.094849	-0.334007	-0.48075	-0.468973	-0.142579	-0.307045	0.328698	-0.258916	-0.269719	0.131852	0.432844	0.044706	-0.335164	-0.210183	0.120909
"IMAGE:1543516"	0.557163	-0.16923	0.133316	0.351421	0.083563	-0.357854	-0.132467	0.051479	0.208443	-0.014583	0.190208	-0.280689	-0.342995	-0.368975	-0.125512	0.122994	0.195775	0.076129	0.349546	-0.033842	-0.207933	0.060251	-0.336992	-0.247639	-0.064913	0.046054	-0.018226	-0.203451	0.291345	0.229958	-0.028398	0.164507	-0.225652	-0.108592	-0.244312	0.422018	0.15316	-0.003267	-0.113733	0.090421	-0.247008	0.348767	-0.571171	0.179756	-0.00872	0.089267	-0.049485	-0.298773
"IMAGE:1758259"	-0.022154	-0.025685	0.204556	0.036581	-0.041568	-0.669879	-0.434012	-0.50293	-0.507137	-0.622563	-0.310869	-0.485476	-0.467125	-0.748862	-0.724019	-0.52019	-0.439686	-0.193956	-0.221793	-0.395321	-0.249734	-0.109689	-0.014465	0.284519	-0.006964	-0.342252	-0.247847	-0.286217	0.159235	0.207019	0.20423	0.200392	0.160731	0.240915	0.404102	0.340649	0.567051	0.385606	0.447998	0.489362	0.485011	0.105777	0.688331	0.375976	0.609033	0.43739	0.70087	0.448028
"IMAGE:340702"	0.26584	0.05079	0.183639	0.237463	-0.202445	-0.257971	-0.355462	-0.614844	-0.378583	-0.236997	-0.164802	-0.063316	-0.384969	-0.466243	-0.309311	0.052599	-0.308771	-0.238006	-0.340487	0.111341	-0.493538	0.09894	-0.274756	0.098537	-0.148771	0.09967	-0.215584	-0.31218	0.255379	0.138561	0.262679	-0.169207	0.307422	0.293649	0.087286	0.240357	0.355523	0.238013	0.209715	0.458537	-0.424906	0.428795	0.337039	0.361599	0.083277	0.441896	0.170194	0.008261
"IMAGE:1601228"	0.23997	0.182149	0.040619	0.132246	0.085328	-0.41642	0.08565	0.135822	-0.368041	0.311389	-0.432052	-0.245964	0.624405	-0.377726	-0.108662	-0.020655	-0.036168	-0.258583	-0.156222	-0.582676	-0.797664	0.012806	0.014317	-0.387652	0.108312	0.158495	0.289499	0.097524	0.193794	0.470738	-0.239853	0.190855	0.222898	0.029229	-0.039819	-0.100304	-0.205322	0.24018	0.107404	0.045908	0.205998	-0.24154	0.080725	-0.131203	-0.096909	0.199762	0.14843	0.243357
"IMAGE:1635131"	-0.15148	-0.054878	0.214778	0.431805	-0.317491	0.431069	-0.195283	0.181658	0.139659	-0.347034	0.33771	-0.364812	-0.248654	0.255282	-0.212787	-0.043753	-0.673163	-0.178133	0.365848	-0.328124	0.205536	-0.381261	0.235294	-0.209295	0.224566	-0.048394	0.052503	0.225636	0.575079	-0.273524	-0.113523	-0.038214	0.335186	0.093752	-0.40518	-0.394342	-0.091769	-0.085975	0.1324	-0.066491	0.112856	-0.343563	0.487961	-0.489273	-0.026893	-0.102262	0.312421	1.060197
"YNL230C"	0.165591	0.194146	-0.629234	0.290304	-0.175279	-0.33449	-0.012225	-0.012259	0.25676	0.612023	0.282625	-0.3976	0.788818	-0.009248	0.361216	0.057884	-0.152667	0.231359	0.614001	-0.106078	0.603385	-0.067374	-0.073072	0.07697	0.028823	0.695149	-0.226101	-0.098603	-0.711133	-0.513485	-0.323896	-0.003592	-0.29362	-0.041026	0.153625	0.055067	0.070362	-0.257343	0.112329	-0.003511	-0.309472	0.075275	0.140274	-0.442323	0.008916	-0.466244	-0.164897	-0.150682
"IMAGE:869244"	1.410812	0.089031	-0.411223	-0.060445	-0.230263	0.474707	0.095455	0.2585	0.420958	0.624615	0.301821	0.272433	0.611149	0.231671	0.023085	0.086381	0.220277	0.152002	-0.170003	0.212701	-0.397966	0.025367	-0.224202	-0.135188	0.06048	-0.203877	0.156944	0.710984	0.16205	0.084861	-0.440894	0.036694	-0.196024	-4.7e-05	-0.219036	-0.291657	-0.437371	-0.355434	-0.434704	-0.615803	-0.185509	-0.58023	-0.029013	-0.428909	-0.180422	-0.607775	0.040018	-0.201493
"IMAGE:486591"	-0.13056	0.013547	0.197513	-0.10944	-0.089408	0.278145	0.158668	0.275615	0.456545	0.686289	0.697634	0.978647	0.447674	0.455756	0.55323	0.375433	0.386898	0.022239	0.435337	0.145146	0.343796	0.3297	0.133415	0.00708	-0.002041	-0.224695	-0.215572	-0.466659	-0.031359	-0.092649	0.038829	-0.362572	-0.247282	-0.203851	-0.338803	-0.338516	-0.265378	-0.157602	-0.189028	-0.435097	-0.560269	-0.238399	-0.113805	-0.159919	-0.477499	-0.265552	-0.628303	-0.382248
"IMAGE:1522229"	0.407268	-0.106323	0.017541	0.353029	0.498711	0.200372	0.046523	0.111407	0.155952	0.030371	0.076926	-0.506815	0.161063	0.367503	0.21608	0.222367	-0.137952	0.109068	-0.133507	0.022639	-0.036004	0.09839	0.308023	-0.196365	-0.694755	-0.32529	0.242646	0.014754	-0.00017	-0.532348	0.098044	-0.034445	0.022643	-0.044545	-0.244603	0.234939	-0.1996	-0.177589	-0.193684	0.241039	-0.135012	-0.128485	0.699852	-0.172094	-0.246719	-0.553926	0.063118	0.212592
"IMAGE:1506966"	0.279825	0.221953	0.028328	0.195956	0.280831	-0.094379	0.468692	-0.420532	-0.066094	0.165035	0.43974	-0.745894	-0.368297	-0.277755	-0.082235	0.129758	-0.099319	-0.226593	-1.457673	-0.087089	-0.306176	-0.07069	-0.199577	0.497038	0.036249	0.048029	0.450808	0.12661	0.575778	0.157924	-1.036557	0.985452	0.022665	-0.026031	0.317235	-0.261601	-0.560857	0.071505	0.110524	-0.70767	0.542666	0.353846	0.369842	-0.171295	0.29502	0.242753	0.130302	-0.415455
"IMAGE:1689052"	-1.133259	0.201909	0.049638	-1.089404	0.213019	0.215742	-0.121019	0.119083	0.953454	0.241357	0.191609	-0.581133	0.019943	-0.168476	0.347768	-0.086194	0.113128	0.099658	0.628727	-0.152663	-0.158947	-0.156739	0.447064	-0.011912	0.549811	0.223014	0.24105	0.227312	-0.358694	-0.275398	-0.360412	0.054222	-0.078507	-0.297464	-0.554565	-0.406517	0.266216	0.024096	0.033115	0.734033	-0.085825	0.059954	0.19014	-0.094	0.289841	0.218976	0.40728	-0.068107
"IMAGE:845629"	-1.358201	0.126737	0.222856	-0.043664	0.251	0.92457	0.295377	0.322352	0.248528	0.421726	0.202378	0.021262	0.568467	0.098281	-0.021048	-0.045542	0.225536	0.494736	-0.475985	0.410558	-0.568495	0.128209	0.031653	0.263686	-0.841675	-0.506681	-0.295854	0.315007	0.101077	0.091644	-0.566172	0.215366	-0.141916	0.085336	0.14651	0.213491	-0.424228	-0.048091	-0.17718	-0.005677	-0.145315	0.092136	0.016567	0.020521	-0.15676	-0.108977	0.292164	-0.088209
"IMAGE:1985360"	0.294863	0.171049	-0.208137	0.404009	-0.235159	0.246795	-0.206492	0.087073	-0.267958	-0.027498	0.266643	0.005281	-0.020508	-0.164531	0.216071	-0.084142	0.398186	-0.644637	-0.141024	0.275433	-0.293378	-0.7643	-0.362746	-0.09227	0.555263	-0.336574	0.017894	0.555599	-0.417362	0.287222	-0.236187	-0.057785	0.372311	0.291445	-0.038084	-0.586009	0.051389	-0.462648	0.147855	-0.224508	0.34026	-0.543194	0.307228	-0.67494	0.418244	0.038796	0.460704	0.325132
"IMAGE:1534738"	-0.059751	0.239998	-0.115562	-0.064128	-0.554783	-0.065282	0.148564	0.063499	0.287211	0.043963	0.05843	-0.302735	0.00735	-0.229389	0.269818	0.410471	-0.305346	0.061434	0.132227	0.162286	0.370868	0.668727	-0.112755	0.032018	-0.532436	0.739818	0.073974	-0.033216	0.140111	-0.488369	0.261932	-0.49189	-0.075447	0.45757	0.09284	-1.29261	0.450217	0.108272	0.007209	-0.110724	0.614422	-0.537612	0.265582	-0.219952	-0.676207	-0.006867	0.462335	-0.085713
"IMAGE:1715056"	0.040613	0.253881	-0.307175	0.318384	0.23604	0.027738	0.058202	-0.340405	-0.145123	-0.244049	-0.243131	0.452986	0.368538	0.176256	0.083837	0.160938	-0.048196	-0.252775	0.779229	0.087343	0.056139	-0.118411	0.221823	0.105349	0.011857	-0.500549	0.125442	-0.250165	-0.007292	-0.044388	0.001361	-0.032005	0.071705	-0.391817	-0.286207	0.04533	0.15182	0.315164	-0.213371	-0.029809	-0.199793	-0.168956	0.227009	-0.060596	-0.255618	-0.252894	-0.12208	0.142027
"IMAGE:1554917"	0.214921	0.284669	-0.104199	-0.010471	0.109926	0.237968	0.104588	-0.049798	-0.447113	0.637115	0.077283	0.72351	-0.078747	0.321521	-0.028674	0.02704	0.516356	-0.202815	-0.296848	-0.089734	0.191635	-0.17738	-0.346898	-0.326217	0.212871	0.135937	0.338219	-0.100564	-0.099153	-0.496548	-0.100543	-0.357943	-0.114176	0.085105	-0.089961	0.036801	-0.100606	-0.228615	-0.245658	0.201229	-0.24733	-0.235589	0.248928	-0.526485	0.503209	-0.420545	-0.026214	-0.099947
"IMAGE:1753999"	-0.058927	0.05743	0.294772	-0.627938	-0.209105	0.260795	0.158188	0.210342	0.266167	0.36532	-0.161276	0.017477	0.020083	0.247258	0.073999	0.33744	-0.056322	0.343296	-0.09562	-0.87077	-0.037663	0.285901	0.526113	0.199668	-0.152092	0.076946	0.162495	-0.202185	0.09825	-0.116171	-0.439691	0.233109	0.434652	0.256177	-0.01113	-0.219589	0.053745	-0.088147	-1.879919	0.226975	-0.665718	-0.457267	0.142164	0.338914	0.330233	0.623595	-0.236045	0.111433
"IMAGE:1569162"	-0.382105	0.24949	0.079827	-0.434411	-0.30482	0.127437	-0.179429	-0.028821	-0.762808	0.276876	0.023262	-0.466655	0.395457	-0.094621	0.13848	-0.141792	0.501738	-0.130113	0.261559	-0.113352	-0.035098	0.05128	-0.336402	-0.15255	0.405831	-0.074074	-0.212168	0.310753	0.021308	0.445044	-0.043627	0.002078	0.55333	-0.387851	0.162446	0.193138	-0.306758	-0.359509	-0.048776	-0.182836	-0.122584	0.354997	0.134344	-0.331142	-0.07298	-0.204203	0.599337	0.666863
"IMAGE:196218"	0.091134	-0.106291	0.195011	0.028118	0.491166	-0.217085	0.233152	0.357736	0.354856	-0.285737	-0.128563	-0.183803	0.295191	0.220055	0.001854	0.114479	-0.270552	0.057779	-0.098938	0.141118	-1.219212	0.428326	0.023012	0.124502	-0.367178	0.240663	-0.175801	-0.058739	0.355904	0.403405	0.234583	-0.44077	-0.127921	0.206874	-0.20613	0.162482	-0.019146	-0.115344	-0.62261	-0.023623	-0.264514	-0.077276	0.43857	0.15196	-0.084368	0.050121	-0.253193	0.105645
"IMAGE:138775"	0.138922	0.024029	-0.065142	0.062962	0.007737	-0.026864	-0.061575	-0.052096	-0.133765	-0.243806	-0.321338	-0.4753	-0.238982	-0.355265	-0.325096	-0.200091	-0.358638	-0.137239	-0.11723	-0.274454	-0.394254	-0.123692	-0.383227	-0.132788	-0.1753	-0.140836	0.055708	0.194195	-0.141857	0.246806	-0.027694	0.23793	0.04037	0.275944	0.2133	0.31064	0.061281	0.223128	-0.062529	0.439206	0.161313	0.242636	0.178021	0.177323	0.222887	0.297222	0.230013	0.379445
"IMAGE:505491"	0.092417	0.242551	0.235499	-0.613644	-0.161559	-0.162927	0.06012	-0.239463	0.220997	0.107051	0.396411	0.331194	0.240601	0.141176	0.396984	0.286777	0.241618	0.110878	0.253399	0.127667	0.461239	0.102936	0.088825	0.126321	0.294892	-0.129121	-0.353617	-0.556997	0.281665	-0.285378	0.013745	-0.369284	-0.098264	-0.421241	-0.240977	-0.667811	0.101813	-0.062066	0.300825	-0.140497	0.058547	-0.126832	0.191039	0.106427	0.112493	-0.09502	-0.207305	-0.057939
"IMAGE:301392"	-0.462572	-0.291335	-0.101238	0.561794	0.028855	0.57527	-0.273452	0.014382	-0.078596	0.159106	-0.175366	-0.050797	-0.10678	0.096196	0.552297	-0.277427	-0.354297	-0.343386	0.141371	0.306688	0.543129	0.264613	0.176761	-0.041547	0.259849	-0.423766	-0.625538	-0.222209	-0.352563	-0.412825	-0.147262	0.09348	-0.27782	0.145247	-0.059076	0.348899	-0.116252	0.040945	0.354725	0.14402	0.072311	-0.012638	0.61452	-0.135394	0.022294	0.263783	-0.269223	-0.087927
"IMAGE:1911405"	-0.087277	0.527448	0.10483	0.958681	-0.206568	0.002753	0.204347	-0.049678	-0.67405	-0.278286	0.252247	-0.04688	-0.052996	-0.489649	0.082445	0.232388	0.220983	0.147283	0.185588	-0.106622	-0.39563	-0.143366	0.101032	-0.246973	0.097047	0.150925	-0.244844	0.173205	-0.46784	-0.465595	-0.024923	0.096095	0.060493	-0.259201	-0.400161	-0.033854	0.067592	0.161747	-0.207767	0.19983	0.012718	0.241411	0.001607	-0.06178	0.0728	0.242439	0.132305	0.029571
"IMAGE:141845"	0.100405	0.164156	-0.020864	0.229219	0.264899	0.384229	0.362785	0.134876	0.476085	0.372215	0.084347	0.08322	0.319164	0.408992	0.299217	0.400628	0.169336	0.187454	0.269852	0.451968	-0.273685	0.08112	-0.057246	-0.06722	0.057412	0.255305	0.138663	0.124605	0.065754	-0.000924	-0.183021	-0.117474	-0.066987	-0.171613	-0.155678	-0.195923	-0.294527	-0.429902	-0.244146	-0.449438	-0.324915	-0.378026	-0.3972	-0.487325	-0.431998	-0.454632	-0.30457	-0.274617
