CloneID	Ref	GeneSymbol	CommunityID
IMAGE:810131	102332	KRT19	70
IMAGE:810209	113785		124
IMAGE:810217	102397	LENG8	124
IMAGE:810454	#N/A	NA	70
IMAGE:810497	116559		70
IMAGE:810512	113595	THBS1	70
IMAGE:810529	109625		67
IMAGE:810552	107546	REA	70
IMAGE:810571	113304	ACACA	70
IMAGE:810600	116125	E2-EPF	124
IMAGE:810711	101834	SCD	70
IMAGE:810724	103643	IER3	70
IMAGE:810818	99748		70
IMAGE:810859	116022	NK4	70
IMAGE:810899	112950	CKS1	124
IMAGE:810981	100121	FLJ20699	124
IMAGE:811028	111770	CTSD	70
IMAGE:811067	226587		70
IMAGE:811069	103618		70
IMAGE:811097	104190	NOLA2	70
IMAGE:81129	105810	MYH9	70
IMAGE:811740	101540	ITGA2	70
IMAGE:811918	112050	KIAA0952	70
IMAGE:812098	117250	NOX4	4
IMAGE:812155	118497	RABGGTB	70
IMAGE:81289	117110	ACTG2	70
IMAGE:812974	116116		70
IMAGE:812976	106717	PANX1	70
IMAGE:813149	113226	H2BFQ	70
IMAGE:81328	116845		146
IMAGE:813645	102564	FLJ20500	70
IMAGE:813697	99859	KIAA0746	38
IMAGE:813712	111461	ATP5F1	70
IMAGE:813728	309737	FLJ23151	124
IMAGE:813730	102977		1
IMAGE:813968	186073		50
IMAGE:814055	185793		139
IMAGE:814086	102743	U3-55K	70
IMAGE:81409	115404		70
IMAGE:814234	315815	SUCLG2	124
IMAGE:814257	184823		458
IMAGE:814259	307840	SSPN	668
IMAGE:814320	184848		85
IMAGE:81434	114693	ALOX12	70
IMAGE:814416	223840	HSPC019	38
IMAGE:814431	186064		4
IMAGE:814455	226654	FLJ20502	70
IMAGE:814539	316066	RBM3	70
IMAGE:814673	309240	DKFZP547E2110	70
IMAGE:814696	109317	KPNB2	38
IMAGE:814701	102603	MAD2L1	124
IMAGE:814769	224122	FLJ23468	70
IMAGE:814915	186010		1
IMAGE:814995	222676		124
IMAGE:815069	221380		38
IMAGE:815164	185840		38
IMAGE:815174	185849		124
IMAGE:815287	106190	SMAP	124
IMAGE:815303	103845	DARS	70
IMAGE:815550	227005	KIAA0855	124
IMAGE:815582	184581		70
IMAGE:815740	186046	FLJ23186	70
IMAGE:815781	#N/A	NA	219
IMAGE:815859	185440		273
IMAGE:815950	100775		255
IMAGE:81601	#N/A	NA	70
IMAGE:81646	99462		57
IMAGE:823567	115427		730
IMAGE:823578	107590	STC2	70
IMAGE:823636	117374		198
IMAGE:823691	108895	CCNG2	70
IMAGE:823699	108613		70
IMAGE:823912	113092	UBL3	70
IMAGE:823940	#N/A	NA	70
IMAGE:824024	118217	NMOR2	70
IMAGE:824126	223443	FLJ10407	38
IMAGE:824201	223034	KIAA1228	70
IMAGE:82421	309391	CD44	70
IMAGE:82434	319772	EEF1G	125
IMAGE:824376	162238		38
IMAGE:824404	309583	FBRNP	70
IMAGE:824568	116295	LOC51073	70
IMAGE:824602	100267	IFI16	1
IMAGE:824694	307933	PTP4A1	70
IMAGE:824704	#N/A	NA	70
IMAGE:824753	115716	FLJ22624	124
IMAGE:824870	222973		70
IMAGE:824873	224273		70
IMAGE:824904	184967		488
IMAGE:824913	184969		124
IMAGE:824962	316641	KPNA2	124
IMAGE:824986	185588		63
IMAGE:825020	184982		25
IMAGE:825176	222260	FLJ11273	70
IMAGE:825200	226602	LSR7	70
IMAGE:825228	221409	CKAP2	124
IMAGE:825464	225290		501
IMAGE:825470	100279	TOP2A	124
IMAGE:825606	112982	KNSL1	124
IMAGE:825679	185628		20
IMAGE:825715	226326	IFI75	288
IMAGE:825742	227035	SLC1A1	61
IMAGE:825787	308867	NUP98	70
IMAGE:826178	#N/A	NA	64
IMAGE:827011	308677		70
IMAGE:82734	116294	FACL2	70
IMAGE:83508	108318	B9	70
IMAGE:83605	106272	CPS1	70
IMAGE:840313	100683		713
IMAGE:840352	307192		171
IMAGE:840460	106455	IL7R	70
IMAGE:840467	109922	FLJ11259	70
IMAGE:840614	105100		124
IMAGE:840631	112367		74
IMAGE:840708	102185		70
IMAGE:840727	110230		70
IMAGE:840746	308055		571
IMAGE:840763	309953	GTF2IP1	712
IMAGE:840766	112021	TBL1	70
IMAGE:840776	112991	SGK	70
IMAGE:840865	#N/A	NA	1
IMAGE:840882	104788	NBP	70
IMAGE:840921	#N/A	NA	477
IMAGE:840933	116704		38
IMAGE:841079	116224		1
IMAGE:841091	115449	FAF1	70
IMAGE:841103	316754		70
IMAGE:841141	118377	TMEPAI	70
IMAGE:841203	104896	VCL	70
IMAGE:841238	119897	IL7R	70
IMAGE:841318	99095		268
IMAGE:841338	100155	MGC2683	70
IMAGE:841415	100145	EPLIN	70
IMAGE:841484	110927		20
IMAGE:841645	119905	CLDN7	70
IMAGE:841664	114580		70
IMAGE:841685	#N/A	NA	70
IMAGE:841698	107684	EXT1	70
IMAGE:842766	99354		1
IMAGE:842968	105226	BUB1B	124
IMAGE:843028	112298	MSLN	70
IMAGE:843036	307072	MAP7	70
IMAGE:843049	105078	MCM4	124
IMAGE:843101	307439		1
IMAGE:843195	114539	PSPH	70
IMAGE:843287	101028	MCL1	70
IMAGE:843321	99448	KRT7	70
IMAGE:843374	308078	EPB72	70
IMAGE:844453	117085		20
IMAGE:845321	223161	CHORDC1	38
IMAGE:845416	99292		203
IMAGE:845629	113026	PCDH9	20
IMAGE:84823	#N/A	NA	70
IMAGE:84965	117303	C5ORF3	70
IMAGE:85193	#N/A	NA	70
IMAGE:85195	#N/A	NA	493
IMAGE:852548	226828		246
IMAGE:852605	226276		1
IMAGE:853066	119737	KIAA0159	124
IMAGE:853127	226280		61
IMAGE:853381	222234		139
IMAGE:853406	221942		139
IMAGE:853485	226270		74
IMAGE:853505	223532		60
IMAGE:853663	225679		91
IMAGE:853938	101746	PIN	124
IMAGE:853998	221713	EVA1	38
IMAGE:854188	106781		108
IMAGE:854263	118627		1
IMAGE:854632	224211		1
IMAGE:854654	116011		222
IMAGE:854668	101278	CDKN1B	124
IMAGE:854756	222272		392
IMAGE:855029	221977	ALTE	70
IMAGE:855127	112842		1
IMAGE:855298	315950		37
IMAGE:855345	316905	RPS6	70
IMAGE:855390	111673	MCM6	70
IMAGE:855395	109454	SCP2	70
IMAGE:855422	227043	DLC1	138
IMAGE:855448	#N/A	NA	25
IMAGE:855574	223685		1
IMAGE:855616	220413	PRKAR2A	70
IMAGE:855786	115701	WARS	70
IMAGE:855890	102411	PRSS15	70
IMAGE:856289	223334	CCNB2	124
IMAGE:856427	114039	TRIP13	70
IMAGE:856535	120255	MTHFD1	70
IMAGE:856646	104527		1
IMAGE:856961	99231	EIF3S6	70
IMAGE:857002	109146	B4-2	70
IMAGE:857249	106597	PLEC1	70
IMAGE:857264	100159	ME1	70
IMAGE:858153	111619	NFIL3	70
IMAGE:858199	225083		81
IMAGE:85840	115707	NNMT	124
IMAGE:858510	#N/A	NA	124
IMAGE:858779	221761		221
IMAGE:859228	221053	IDH1	70
IMAGE:859418	224204	DKFZp586G0123	70
IMAGE:859832	222944	VPS45B	139
IMAGE:860000	220912	RFC2	124
IMAGE:86160	120953	SERPINA1	70
IMAGE:86220	#N/A	NA	150
IMAGE:866483	220353		139
IMAGE:866633	222503	KIAA0952	70
IMAGE:867697	222095		330
IMAGE:868077	220946		139
IMAGE:868188	225313		70
IMAGE:868305	108553		70
IMAGE:868356	109736		70
IMAGE:868517	223340		124
IMAGE:868526	107116		70
IMAGE:868599	313705		554
IMAGE:869134	320045		69
IMAGE:869179	#N/A	NA	38
IMAGE:869234	224245		139
IMAGE:869244	221493		70
IMAGE:869424	107907		38
IMAGE:869443	#N/A	NA	234
IMAGE:869475	223084		139
IMAGE:877632	116056	FLOT1	70
IMAGE:878182	113214	A2M	70
IMAGE:878184	220155	HMG20B	70
IMAGE:878316	222172	TIMM10	70
IMAGE:878373	224327	DKFZp761H221	70
IMAGE:878427	225332		53
IMAGE:878438	220450		70
IMAGE:878545	103010	RPL18	70
IMAGE:878630	226711	NBEA	122
IMAGE:878631	225497	PLCB3NP	1
IMAGE:878640	221572	HMG4	124
IMAGE:878683	316464		612
IMAGE:878713	223979	ADIR	70
IMAGE:881056	112225	CDX1	735
IMAGE:882028	111895	KRT20	61
IMAGE:882355	223563	FLJ20364	124
IMAGE:882434	#N/A	NA	767
IMAGE:882461	308435	ASS	70
IMAGE:882467	310520		70
IMAGE:882510	105833	KPNA2	124
IMAGE:884301	109190	NPM1	70
IMAGE:884364	312789		124
IMAGE:884467	220256		139
IMAGE:884498	224221	HT012	70
IMAGE:884590	101550		70
IMAGE:884644	104487	LAMR1	70
IMAGE:884653	221870		124
IMAGE:884655	106548	GARS	70
IMAGE:884663	224550	HDAC7B-PENDING	135
IMAGE:884718	106024	HBP	124
IMAGE:884719	99082	HSPA8	124
IMAGE:884903	#N/A	NA	139
IMAGE:896949	107760	HMGCR	124
IMAGE:897107	108370	SLC25A1	70
IMAGE:897159	223357	FLJ10374	70
IMAGE:897305	226369		124
IMAGE:897551	112923		47
IMAGE:897563	119099	KIAA0864	70
IMAGE:897577	117393	PP3501	70
IMAGE:897592	102118	FLJ22041	38
IMAGE:897603	221073	KIAA1288	70
IMAGE:897657	225361	SSFA2	70
IMAGE:897678	117809	KIAA1051	70
IMAGE:897690	118210	TRA1	70
IMAGE:897719	102813		176
IMAGE:897722	99020	HIS1	70
IMAGE:897733	111798	KIAA1382	70
IMAGE:897774	99811	APRT	70
IMAGE:897781	110057	KRT8	70
IMAGE:897788	105181	PTPRF	70
IMAGE:897847	100349		402
IMAGE:897874	225992		311
IMAGE:897896	107144		260
IMAGE:898062	CDC20	NA	124
IMAGE:898092	109224	CTGF	70
IMAGE:898178	310554	PTPN3	129
IMAGE:898248	118755		73
IMAGE:898281	118367	FLNA	70
IMAGE:898286	107303	CDC2	124
IMAGE:898396	108408	KIAA0661	38
IMAGE:898605	99005		568
IMAGE:900514	117857		70
IMAGE:900914	109494		183
IMAGE:901553	99610	RNF9	1
IMAGE:912349	110265		775
IMAGE:912402	100884		116
IMAGE:913873	107327		680
IMAGE:913992	104722		81
IMAGE:914016	104391		70
IMAGE:914038	#N/A	NA	620
IMAGE:914213	113158		555
IMAGE:914530	110309		687
IMAGE:914583	102494		700
IMAGE:914606	109765		95
IMAGE:914982	112272		70
IMAGE:915877	115905		6
IMAGE:916006	98427		11
IMAGE:916209	100492		502
IMAGE:916393	113670		283
IMAGE:916498	98670		70
IMAGE:924927	109403	GPR35	139
IMAGE:925225	109071		651
IMAGE:925762	98715		70
IMAGE:926191	120426	PEC-60	70
IMAGE:930224	114196		481
IMAGE:936266	119310	MUC2	727
IMAGE:936813	101141	FLJ10873	719
IMAGE:937238	99006	FLJ14213	70
IMAGE:940431	117180		48
IMAGE:942083	113435	RLN1	57
IMAGE:949971	109989	ATF4	70
IMAGE:950390	104970		42
IMAGE:950450	119900	KIAA0878	70
IMAGE:950464	106811	KIAA0666	70
IMAGE:950487	116905		584
IMAGE:950690	119100	CCNA2	124
IMAGE:950691	106704		632
IMAGE:950722	113968	MGB1	1
IMAGE:950746	98960		1
IMAGE:950892	309621		20
IMAGE:951015	#N/A	NA	92
IMAGE:951142	100781	FEN1	124
IMAGE:951241	114041	LOC51203	124
IMAGE:951287	307491	HSPA8	124
IMAGE:951705	104542		70
IMAGE:951951	109202		1
IMAGE:953375	99243		63
IMAGE:953542	106022		1
IMAGE:953643	118900		1
IMAGE:953666	111166		603
IMAGE:953754	110142		774
IMAGE:953780	117404	FLJ10539	34
IMAGE:953848	115272		831
IMAGE:953979	99790		179
IMAGE:954200	118579		516
IMAGE:954213	103572		70
IMAGE:954257	110835		379
IMAGE:954293	101428		87
IMAGE:954474	113257		595
IMAGE:954694	120064		92
IMAGE:954812	117922		70
IMAGE:956217	106551	RPL18A	70
IMAGE:956251	113812		135
IMAGE:956311	104404		795
IMAGE:956859	103947		844
IMAGE:964522	108742		281
IMAGE:964732	116014	MGB1	92
IMAGE:966761	104632	CLSP	337
IMAGE:968544	102034		240
IMAGE:968898	99888		351
IMAGE:969128	221854	KIAA1201	70
IMAGE:969258	224004		70
IMAGE:969606	225591		139
IMAGE:969650	223036	KLF4	133
IMAGE:969666	#N/A	NA	70
IMAGE:969796	315617		3
IMAGE:970391	221277		70
IMAGE:970433	307095		20
IMAGE:970613	101554	RAD21	124
IMAGE:970649	224770	BM039	70
IMAGE:970651	226914		597
IMAGE:970880	221908	TPM4	70
IMAGE:971367	114570	RPS8	70
IMAGE:980260	107067	FLJ21489	847
IMAGE:980387	113863		96
IMAGE:980527	104450		277
IMAGE:980581	#N/A	NA	61
IMAGE:980599	118991		130
IMAGE:980876	111257		451
IMAGE:981176	109116		92
IMAGE:981202	108096		168
IMAGE:981713	105483		248
IMAGE:981722	112758		124
IMAGE:982062	112180		61
IMAGE:982113	119449		561
IMAGE:982361	109582		92
IMAGE:982757	99699		394
IMAGE:983151	114240		92
IMAGE:984881	118344		38
IMAGE:995665	115562		487
IMAGE:996311	114052		139
IMAGE:997118	104182	CHRM1	1
IMAGE:997280	111443		269
IMAGE:997889	118392		153
IMAGE:998788	100777		116
IMAGE:998871	113630		70
IMAGE:999087	105884		46
IMAGE:999166	119882		36
JONPOLLACK:96(CHERYL5B7)	#N/A	NA	70
YLR069C	1269	ORF	70
YLR071C	1272	ORF	70
YLR074C	1275	ORF	76
YLR075W	1276	ORF	74
YLR076C	1277	ORF	19
YLR077W	1278	ORF	60
YLR078C	1279	ORF	70
YLR081W	1282	ORF	70
YLR082C	1283	ORF	110
YLR085C	1286	ORF	284
YLR087C	#N/A	NA	436
YLR091W	1293	ORF	18
YLR093C	1295	ORF	20
YLR097C	1300	ORF	593
YLR099C	1302	ORF	70
YLR101C	1304	ORF	276
YLR102C	1305	ORF	531
YLR103C	1306	ORF	57
YLR105C	1308	ORF	44
YLR107W	1312	ORF	133
YLR108C	1313	ORF	128
YLR109W	1314	ORF	393
YLR111W	1316	ORF	44
YLR112W	1317	ORF	716
YLR115W	1321	ORF	172
YLR119W	1325	ORF	80
YLR122C	1328	ORF	30
YLR123C	1329	ORF	20
YLR124W	1330	ORF	345
YLR126C	1332	ORF	787
YLR127C	1333	ORF	74
YLR130C	1337	ORF	62
YLR132C	1340	ORF	84
YLR133W	1341	ORF	18
YLR134W	1342	ORF	38
YLR136C	1345	ORF	110
YLR137W	1346	ORF	110
YLR142W	1351	ORF	68
YLR143W	1352	ORF	70
YLR145W	1354	ORF	70
YLR147C	1356	ORF	52
YLR148W	1357	ORF	70
YLR149C	1358	ORF	80
YLR154C	1363	ORF	38
YLR155C	1366	ORF	70
YLR159W	1372	ORF	110
YLR160C	1373	ORF	127
YLR161W	1374	ORF	110
YLR453C	1155	ORF	74
YLR455W	1157	ORF	122
YLR457C	1160	ORF	126
YLR458W	1161	ORF	446
YLR459W	1163	ORF	8
YLR460C	1164	ORF	132
YLR463C	#N/A	NA	20
YML001W	1769	ORF	801
YML004C	1766	ORF	110
YML007W	1762	ORF	284
YML008C	1761	ORF	99
YML011C	1756	ORF	70
YML015C	1751	ORF	126
YML018C	1747	ORF	8
YML021W	311502	ORF	139
YML027W	1738	ORF	74
YML028W	1736	ORF	174
YML029W	1735	ORF	127
YML030W	1734	ORF	128
YML037C	1724	ORF	786
YML038C	1723	ORF	74
YML041C	1720	ORF	20
YML042W	1719	ORF	60
YML047C	1714	ORF	19
YML058W	1700	ORF	404
YML059C	#N/A	NA	64
YML061C	1696	ORF	61
YML062C	1695	ORF	44
YML066C	#N/A	NA	2
YML068W	1688	ORF	74
YML070W	1686	ORF	80
YML076C	1679	ORF	52
YML077W	1678	ORF	232
YML079W	1676	ORF	521
YML081W	1674	ORF	44
YML082W	1671	ORF	70
YML084W	2159	ORF	70
YML088W	2153	ORF	2
YML090W	2144	ORF	503
YML092C	2117	ORF	167
YML095C	2089	ORF	295
YNL150W	2310	ORF	165
YNL152W	2307	ORF	728
YNL155W	2304	ORF	356
YNL157W	2302	ORF	189
YNL158W	2301	ORF	205
YNL160W	2299	ORF	12
YNL162W	2296	ORF	252
YNL164C	2294	ORF	59
YNL165W	#N/A	NA	139
YNL166C	2292	ORF	6
YNL168C	2289	ORF	61
YNL170W	2287	ORF	110
YNL174W	2282	ORF	20
YNL175C	2281	ORF	199
YNL176C	2280	ORF	514
YNL177C	2279	ORF	42
YNL178W	2278	ORF	61
YNL180C	2276	ORF	74
YNL181W	2275	ORF	208
YNL183C	2273	ORF	109
YNL184C	2272	ORF	285
YNL185C	2271	ORF	630
YNL187W	2269	ORF	543
YNL188W	2267	ORF	59
YNL192W	2263	ORF	154
YNL193W	2262	ORF	289
YNL195C	2259	ORF	127
YNL198C	2256	ORF	162
YNL200C	2254	ORF	42
YNL202W	2252	ORF	267
YNL203C	2251	ORF	8
YNL204C	2250	ORF	74
YNL205C	2249	ORF	189
YNL206C	2248	ORF	769
YNL210W	2244	ORF	154
YNL213C	#N/A	NA	335
YNL216W	2238	ORF	313
YNL217W	2236	ORF	805
YNL221C	#N/A	NA	4
YNL223W	2229	ORF	174
YNL224C	2228	ORF	840
YNL225C	2227	ORF	12
YNL228W	2224	ORF	74
YNL229C	2223	ORF	83
YNL230C	2222	ORF	8
YNL231C	2221	ORF	308
YNL232W	2220	ORF	108
YNL234W	2218	ORF	110
YNL237W	2215	ORF	110
YNL239W	2213	ORF	44
YNL240C	2212	ORF	74
YNL241C	2211	ORF	756
YNL243W	2208	ORF	135
YOR046C	2794	ORF	5
YOR047C	2795	ORF	74
YOR051C	2799	ORF	804
YOR057W	2805	ORF	372
YOR059C	2808	ORF	59
YOR063W	2812	ORF	172
YOR067C	2818	ORF	225
YOR069W	2820	ORF	438
YOR070C	2821	ORF	257
YOR073W	2825	ORF	70
YOR075W	2827	ORF	114
YOR077W	2829	ORF	70
YOR083W	2836	ORF	218
YOR085W	2838	ORF	110
YOR089C	2843	ORF	214
YOR091W	2845	ORF	411
YOR093C	2848	ORF	92
YOR094W	2849	ORF	19
YOR095C	2850	ORF	4
YOR096W	2851	ORF	854
YOR099W	2854	ORF	114
YOR102W	2857	ORF	70
YOR105W	2860	ORF	224
YOR106W	2861	ORF	44
YOR107W	2862	ORF	110
YOR110W	#N/A	NA	807
YOR112W	2868	ORF	44
YOR113W	2869	ORF	117
YOR114W	2870	ORF	110
YOR115C	2871	ORF	460
YOR116C	2872	ORF	661
YOR118W	2875	ORF	74
YOR119C	2876	ORF	74
YOR120W	2877	ORF	710
YOR122C	2879	ORF	483
YOR125C	2883	ORF	74
YOR130C	2889	ORF	20
YOR131C	2890	ORF	110
YOR134W	2893	ORF	44
YOR137C	2896	ORF	44
YOR140W	2899	ORF	206
YOR141C	2901	ORF	89
