CloneID	Ref	GeneSymbol	CommunityID
IMAGE:1868626	99269	PFKL	70
IMAGE:1869234	315591		139
IMAGE:1869486	308662	PRKX	70
IMAGE:1869755	113146		139
IMAGE:1870184	313799		70
IMAGE:187055	220485	PDCD6IP	70
IMAGE:1870871	112119		135
IMAGE:1871074	107364		128
IMAGE:1871085	99637		139
IMAGE:1871114	106909		99
IMAGE:1871159	#N/A	NA	2
IMAGE:1872086	316742		70
IMAGE:1872763	101593		4
IMAGE:1873139	319935		210
IMAGE:1873923	317389		3
IMAGE:1874347	318634		70
IMAGE:1875025	317808	FLJ23591	70
IMAGE:1875284	319167		61
IMAGE:1876158	318919		90
IMAGE:1876487	311727		196
IMAGE:1876598	311795		574
IMAGE:1876966	315063		70
IMAGE:1877120	314572	PTGER2	215
IMAGE:1877281	317053	SGCG	26
IMAGE:1877573	313778		70
IMAGE:1877697	319231		322
IMAGE:1878143	319613	DKFZP761M1511	124
IMAGE:187983	#N/A	NA	92
IMAGE:1880048	318440		442
IMAGE:1880117	314965		38
IMAGE:1880120	#N/A	NA	371
IMAGE:1881249	315085		70
IMAGE:1881517	317904		70
IMAGE:1881913	#N/A	NA	167
IMAGE:188232	110999	KLF4	70
IMAGE:1882806	319913		70
IMAGE:1883267	315417		61
IMAGE:1883427	319217		70
IMAGE:1883448	101497		155
IMAGE:1883559	319580		264
IMAGE:1884396	118471		70
IMAGE:1884417	103463		410
IMAGE:1891596	313485		70
IMAGE:1891788	311733		38
IMAGE:1892300	319027	KIAA1171	245
IMAGE:1892474	318128		70
IMAGE:1892526	311398		70
IMAGE:1892562	314085		187
IMAGE:1892893	311828		1
IMAGE:1893136	313617		287
IMAGE:1893594	314197		242
IMAGE:1893687	312838	HOXD11	61
IMAGE:1893824	311940		36
IMAGE:1893899	312021		70
IMAGE:1894782	319744		124
IMAGE:1894992	312995	FLJ12505	5
IMAGE:1895182	314784		5
IMAGE:1895357	311196	TMSB4X	70
IMAGE:1895477	314016	FLJ20421	38
IMAGE:1895748	314096	HEY2	644
IMAGE:1896304	317798		360
IMAGE:1896495	#N/A	NA	70
IMAGE:1896729	316109	FLJ23399	70
IMAGE:1896953	313930		70
IMAGE:1897302	309641	STK17B	237
IMAGE:1897991	317523	KIAA1051	38
IMAGE:1898031	312385	FLJ20429	70
IMAGE:1898315	317834		3
IMAGE:1898511	309282	HIRIP3	1
IMAGE:1898634	318705		129
IMAGE:1899125	#N/A	NA	195
IMAGE:1899259	314343		70
IMAGE:1899384	316079		70
IMAGE:1899496	314809	AKR1B10	70
IMAGE:1899878	310863	LRP2	23
IMAGE:1900226	307928		180
IMAGE:1900873	319867		1
IMAGE:1900880	313513		29
IMAGE:1901363	310925		70
IMAGE:1901754	307656		70
IMAGE:1902086	319197		824
IMAGE:1902500	315700		121
IMAGE:1902803	312100	FLJ20064	70
IMAGE:1908423	310689		221
IMAGE:1908572	317119		197
IMAGE:1908580	317196	KIAA1456	139
IMAGE:1908660	313608		213
IMAGE:1908712	318968		70
IMAGE:1908726	312612		70
IMAGE:1908810	311712		70
IMAGE:1909044	313635		74
IMAGE:1909198	320057		4
IMAGE:1909210	313703		70
IMAGE:1909369	319160		2
IMAGE:1909423	308520	HN1L	250
IMAGE:1909487	318175	LOC51306	70
IMAGE:1909526	318261		70
IMAGE:1909826	317485		276
IMAGE:1911334	318423	H2AFL	70
IMAGE:1911367	315822		69
IMAGE:1911405	312150		69
IMAGE:1911463	#N/A	NA	61
IMAGE:1911471	312135		214
IMAGE:1911472	314821		720
IMAGE:1911474	#N/A	NA	175
IMAGE:1911501	311234		25
IMAGE:1911778	314952		20
IMAGE:1911798	311282		70
IMAGE:1911812	311366		1
IMAGE:1914463	317055		265
IMAGE:1914947	312557		70
IMAGE:191538	111059		217
IMAGE:1915749	310942	GMFG	70
IMAGE:1916769	312785	KIAA1536	376
IMAGE:1917207	311869	HIG2	286
IMAGE:1917422	#N/A	NA	533
IMAGE:1917708	314126	PRO2822	1
IMAGE:1917809	317866		70
IMAGE:1925578	100377		663
IMAGE:1925681	314694	HSKM-B	20
IMAGE:1925834	314774		70
IMAGE:1926023	313794		70
IMAGE:1926229	316549		255
IMAGE:1926571	312059	EVX1	538
IMAGE:1926927	#N/A	NA	444
IMAGE:1927991	112218	ENPP2	366
IMAGE:1928791	308977	F3	70
IMAGE:1928922	310289	PDE5A	825
IMAGE:1929131	311357		70
IMAGE:1930391	319568		207
IMAGE:193160	310036	SLC17A1	185
IMAGE:1931783	316065	LOC56287	70
IMAGE:1931846	316121		160
IMAGE:1932913	308630		57
IMAGE:1933454	316747		70
IMAGE:1934030	319584		779
IMAGE:1934935	312330		61
IMAGE:1935220	317684		3
IMAGE:1935291	#N/A	NA	20
IMAGE:193892	118015	KIAA1051	38
IMAGE:193902	309345		139
IMAGE:193920	310632		139
IMAGE:1939207	312543		102
IMAGE:1940317	311629		10
IMAGE:194061	111773	CASP8AP2	124
IMAGE:1941490	312503		339
IMAGE:1941610	311670		278
IMAGE:1941669	#N/A	NA	61
IMAGE:194185	309274		4
IMAGE:1941917	315400		616
IMAGE:1942450	316913		20
IMAGE:1942549	310474	CACNA1C	639
IMAGE:1942701	318765		61
IMAGE:1942921	119488	RPL39	70
IMAGE:1943033	109618		42
IMAGE:1943109	109144	KIAA0132	70
IMAGE:1943360	101317		25
IMAGE:1943381	108585	SATB1	135
IMAGE:1943388	99178	GTF3A	70
IMAGE:1943506	106446	PTGS1	139
IMAGE:1943784	103843		139
IMAGE:1943798	111102		104
IMAGE:1943821	117799	SEMG1	74
IMAGE:1944026	110072	TAGLN	70
IMAGE:194488	308912		79
IMAGE:194656	117104		124
IMAGE:1946805	314761		628
IMAGE:1947157	316535		666
IMAGE:1947589	316294		70
IMAGE:1947797	315393		51
IMAGE:1948377	319946		70
IMAGE:1948395	312251		70
IMAGE:1948645	308324		183
IMAGE:1950064	315448		684
IMAGE:1950115	316792		74
IMAGE:1950130	318133		70
IMAGE:1950150	316875		635
IMAGE:1950168	319557		20
IMAGE:195027	308403	FLJ22218	2
IMAGE:1950323	318581		74
IMAGE:1950382	315976		122
IMAGE:195051	100174	STRAIT11499	70
IMAGE:1950992	311404		23
IMAGE:1951039	314091		74
IMAGE:1951140	312829	FLJ11222	689
IMAGE:1951569	311845		818
IMAGE:1951638	313192		57
IMAGE:195419	318307		70
IMAGE:195524	118355		158
IMAGE:1955637	313634		70
IMAGE:1955809	314981		332
IMAGE:195790	307474		29
IMAGE:195888	312383		77
IMAGE:195971	110138		61
IMAGE:196125	99711		20
IMAGE:196189	#N/A	NA	70
IMAGE:1962510	107457	RPL13A	70
IMAGE:196303	114250		124
IMAGE:196387	105680	ABCC2	70
IMAGE:196444	108389	DLX4	1
IMAGE:196475	119137		70
IMAGE:196501	105726	ARP	70
IMAGE:196522	113213		38
IMAGE:196551	311014		46
IMAGE:196612	111844	MMP12	1
IMAGE:196634	310820		70
IMAGE:196848	317924		4
IMAGE:197200	#N/A	NA	547
IMAGE:197520	112458	NCOA3	124
IMAGE:197626	237552		1
IMAGE:197672	315597		61
IMAGE:197775	106273		70
IMAGE:197855	#N/A	NA	65
IMAGE:197868	98969		70
IMAGE:198104	115877		124
IMAGE:1982573	112026		135
IMAGE:1982729	119290		52
IMAGE:1982831	102160		139
IMAGE:1983174	110438	NUCKS	70
IMAGE:1983730	107268		74
IMAGE:1983846	101740		135
IMAGE:1983986	101275		139
IMAGE:1984451	99134		74
IMAGE:1984480	98656		395
IMAGE:1984601	103702		25
IMAGE:1984612	110968		25
IMAGE:1984649	103219		139
IMAGE:1984659	110488		25
IMAGE:1984673	101092		70
IMAGE:1984687	108364		135
IMAGE:1984778	100622		139
IMAGE:1984786	107888		139
IMAGE:1984805	99590		8
IMAGE:1984831	106866		133
IMAGE:1984838	119726		144
IMAGE:1984851	111985		139
IMAGE:1984886	104252		74
IMAGE:1985040	101544		70
IMAGE:1985045	108811		25
IMAGE:1985174	116088		25
IMAGE:1985178	106682	FAU	70
IMAGE:1985292	98938		139
IMAGE:1985353	106198		70
IMAGE:1985360	113467		25
IMAGE:1985473	111342		38
IMAGE:1985494	118610		139
IMAGE:1985557	102574		144
IMAGE:1985584	109847		135
IMAGE:1985603	100437		139
IMAGE:1985684	114964		74
IMAGE:1985835	112264		70
IMAGE:1985836	119527		174
IMAGE:1985878	111789		135
IMAGE:199367	106310	TNRC3	70
IMAGE:199577	100063	LOC51611	70
IMAGE:199610	105489	DKFZP434K1772	70
IMAGE:199627	116634		38
IMAGE:199945	113510	TGM2	70
IMAGE:2002071	116932		70
IMAGE:2002185	101923		25
IMAGE:200396	112936		1
IMAGE:200402	108697		124
IMAGE:2006004	308171	PRM1	588
IMAGE:2007154	116450	RPS19	70
IMAGE:200741	220149	KIAA1363	70
IMAGE:200969	108301		4
IMAGE:200981	306940	PEX11A	70
IMAGE:2009885	308167	BCAT1	154
IMAGE:201125	221733	H2BFG	70
IMAGE:201203	#N/A	NA	61
IMAGE:2012412	317721	MARS	70
IMAGE:2013178	#N/A	NA	527
IMAGE:2013515	306889	SGK	70
IMAGE:201426	316108		153
IMAGE:2014732	312400	DKFZp762A227	70
IMAGE:2017403	309091	RGS3	124
IMAGE:2017415	310383	CENPA	124
IMAGE:2017769	309410	EIF4EBP1	70
IMAGE:2017773	308396		812
IMAGE:2018084	309160	SPAK	30
IMAGE:2018857	308751	KIAA0446	453
IMAGE:201890	109082	BIRC3	70
IMAGE:2018941	310062	D21S2056E	124
IMAGE:2018945	307128	KIAA0320	148
IMAGE:2018976	311002	PTTG1	124
IMAGE:2019101	#N/A	NA	115
IMAGE:2019211	309701	RAB33A	614
IMAGE:2019372	309368	GTSE1	124
IMAGE:202035	314583	HT010	480
IMAGE:2020862	316262	FLJ10378	70
IMAGE:2021962	188507		38
IMAGE:2028132	191203		38
IMAGE:2028221	120552		139
IMAGE:2028398	115247		25
IMAGE:2028413	100235		15
IMAGE:2028473	112643		181
IMAGE:2028487	310677	TMPRSS2	10
IMAGE:2028493	#N/A	NA	139
IMAGE:2028600	102529		93
IMAGE:2028616	109804		139
IMAGE:2028664	116833		57
IMAGE:2028665	109322		563
IMAGE:2028718	114681		101
IMAGE:2028814	107182		12
IMAGE:2028837	114225		211
IMAGE:2028863	106715		208
IMAGE:2028877	119576		764
IMAGE:2028950	104331		74
IMAGE:2028954	119105		512
IMAGE:2028956	111606		184
IMAGE:2028967	101492		157
IMAGE:2028976	116260		1
IMAGE:2029071	106151		70
IMAGE:2029139	105686		122
IMAGE:2029194	101177		74
IMAGE:2029259	98554		30
IMAGE:2029266	105822	NX-17	685
IMAGE:2029309	112867		74
IMAGE:2030430	318010		38
IMAGE:203878	113962		5
IMAGE:203888	116806		194
IMAGE:204214	113549	CDC6	124
IMAGE:2042739	314233	MYH9	70
IMAGE:204483	102739	PRO2000	124
IMAGE:204545	103839	TEM8	70
IMAGE:204678	316550		822
IMAGE:205049	101857	H11	70
IMAGE:205445	103493	H1F0	70
IMAGE:2055594	319041	IL18RAP	1
IMAGE:205581	316629		124
IMAGE:2056049	309241	H2BFC	70
IMAGE:2060588	309507	ABCB6	70
IMAGE:2060963	312686		183
IMAGE:2062329	308729	TTK	124
IMAGE:2062345	308393	EPHB2	139
IMAGE:2062586	315374	F2RL3	183
IMAGE:206294	317972		57
IMAGE:2065676	314558	MATN3	38
IMAGE:2067059	108167	KIAA1051	38
IMAGE:206768	311620		271
IMAGE:2068960	318177	SEMA4F	714
IMAGE:207029	107783	PTMA	70
IMAGE:207288	100137	INSIG1	70
IMAGE:207311	#N/A	NA	261
IMAGE:207414	240398		20
IMAGE:2074787	311411	RRN3	70
IMAGE:207920	113566	SLC17A2	124
IMAGE:208560	313407		560
IMAGE:208718	99254	ANXA1	70
IMAGE:208807	319840		61
IMAGE:209066	163308	STK15	124
IMAGE:209181	#N/A	NA	708
IMAGE:209381	#N/A	NA	212
IMAGE:209383	100818	HSPA8	124
IMAGE:2094132	316366	NMP200	38
IMAGE:210486	108918		70
IMAGE:2106487	314167	GPR34	545
IMAGE:2108002	192039	JAK1	70
IMAGE:210921	111776		70
IMAGE:211093	316617		817
IMAGE:211149	311606		61
IMAGE:211804	102565		4
IMAGE:2118291	316940	NUP153	38
IMAGE:212135	314375		73
IMAGE:213855	316425	BTN3A1	70
IMAGE:214162	100560	MT1H	70
IMAGE:214278	222744		421
IMAGE:214450	222365		30
IMAGE:214600	314403	KIAA1673	70
IMAGE:214916	#N/A	NA	327
IMAGE:2150337	313572	TUFT1	70
IMAGE:2157281	316345	NMBR	70
IMAGE:220376	101875		125
IMAGE:220589	223630		74
IMAGE:221295	318245	ID2	70
IMAGE:22137	221685		2
IMAGE:22144	113945		70
IMAGE:223483	113326	DUSP1	38
IMAGE:2243051	316948	KLK8	271
IMAGE:2250374	#N/A	NA	70
IMAGE:2251759	317445	TRPC6	699
IMAGE:2252417	313777	RPS10	70
IMAGE:2252954	313922	HEF1	70
IMAGE:22655	310898		275
IMAGE:2273304	313078	KIAA0644	141
IMAGE:22866	221096	LOC51104	70
IMAGE:22883	111429	FPGT	70
IMAGE:229560	115668		70
IMAGE:2298710	318576	EBBP	70
IMAGE:229986	223092		57
IMAGE:230100	119516	RANBP2	38
IMAGE:23020	#N/A	NA	141
IMAGE:2307015	318241	DEEPEST	124
IMAGE:2307420	314200	TUBB	124
IMAGE:2308994	314859	C20ORF1	124
IMAGE:2312250	318500	CEBPA	70
IMAGE:2313852	316309	HERPUD1	70
IMAGE:2314831	115053	KIAA0735	70
IMAGE:231526	314187		57
IMAGE:2316594	316410	PRSS22	70
IMAGE:2316683	319981		70
IMAGE:2320932	313631	TSPAN-1	600
IMAGE:2321596	312880	RGS2	70
IMAGE:23221	225802		70
IMAGE:2326019	314642	COX5B	70
IMAGE:2326112	320093	RPL22	70
IMAGE:232772	112450		70
IMAGE:2327739	#N/A	NA	124
IMAGE:232837	118635	C20ORF1	124
IMAGE:232946	108196	SGK	1
IMAGE:232965	113622	KIAA1228	70
IMAGE:233071	106250	TMEM2	70
IMAGE:233666	113266	ROD1	1
IMAGE:234004	118677	DKFZP564A122	38
IMAGE:234045	225892	FLJ20333	124
IMAGE:234398	105179		70
IMAGE:234527	112001	PRO0132	70
IMAGE:235040	#N/A	NA	151
IMAGE:235055	#N/A	NA	660
IMAGE:235179	220298	FLJ20257	70
IMAGE:236142	111563	E2F1	124
IMAGE:23758	310221		57
IMAGE:238821	119974	PLA2G7	4
IMAGE:240295	105947	FLJ23399	70
IMAGE:24036	307369		320
IMAGE:240568	104892		517
IMAGE:24061	120285		70
IMAGE:240766	114079	TIMP1	124
IMAGE:241029	163388	STK12	124
IMAGE:241043	307567		38
IMAGE:241164	314726		70
IMAGE:241530	118742	EPHA2	70
IMAGE:241801	102538		71
IMAGE:241812	315019	KIAA0570	1
IMAGE:241946	103330		70
IMAGE:242010	99483		809
IMAGE:242027	309934		676
IMAGE:242578	101721	TROAP	70
IMAGE:243135	119416		124
IMAGE:243291	116395		70
IMAGE:243727	117406	DKFZP566C134	70
IMAGE:243784	104357	H2BFB	70
IMAGE:244058	102143		124
IMAGE:244154	104798	KATII	70
IMAGE:244305	#N/A	NA	852
IMAGE:244750	310447		4
IMAGE:244754	113716	PRO0650	124
IMAGE:244767	98883	KIAA0074	124
IMAGE:245457	#N/A	NA	432
IMAGE:245542	#N/A	NA	461
IMAGE:245572	308853		139
IMAGE:245990	102953	RNAHP	70
IMAGE:246722	115463	TNRC3	70
IMAGE:246808	115218	FLJ20510	124
IMAGE:246881	99108	DKFZP564A122	124
IMAGE:247054	222832		842
IMAGE:247089	103804		70
IMAGE:247117	107685	TLH6	70
IMAGE:247233	99528		70
IMAGE:247582	114219	FLJ20538	1
IMAGE:248454	118512	ERP70	70
IMAGE:249687	#N/A	NA	33
IMAGE:25052	226105		145
IMAGE:250966	307102		70
IMAGE:25153	103601		35
IMAGE:251612	#N/A	NA	61
IMAGE:251709	224755	HSPC031	424
IMAGE:252491	#N/A	NA	38
IMAGE:252637	307177	IPT	58
IMAGE:253009	104763	HDAC3	70
IMAGE:253141	100283	ARHB	70
IMAGE:253884	220186		44
IMAGE:25422	#N/A	NA	469
IMAGE:255310	106913		70
IMAGE:25627	310287		192
IMAGE:256551	221799		84
IMAGE:256619	308923	HSD17B7	70
IMAGE:256664	115328	H2AFX	124
IMAGE:257155	#N/A	NA	141
IMAGE:257248	106513	AF093680	70
IMAGE:25807	245179		70
IMAGE:258101	224575		15
IMAGE:258547	#N/A	NA	38
IMAGE:258761	119139	FLJ11252	124
IMAGE:258969	101618		84
IMAGE:25984	100401	GDA	70
IMAGE:259884	224655	DKFZP564D0462	70
IMAGE:26117	224401		70
IMAGE:261834	#N/A	NA	122
IMAGE:262231	99449		38
IMAGE:262334	#N/A	NA	39
IMAGE:262763	112311		566
IMAGE:263087	#N/A	NA	139
IMAGE:263836	113615	ZNF24	38
IMAGE:264502	222303		124
IMAGE:26519	223593	TRA1	70
IMAGE:265537	308254	CHML	70
IMAGE:265853	114989		70
IMAGE:265868	225926	SSPN	135
IMAGE:266295	221658		122
IMAGE:266849	225248	CHMP1.5	70
IMAGE:267135	109409		70
IMAGE:267390	111810	C1QBP	47
IMAGE:267435	226836	FLJ13456	135
IMAGE:267460	222776	LOC51026	38
IMAGE:267539	221955	HSPC019	135
IMAGE:267673	220106	FLJ20509	25
IMAGE:268178	109679	CANX	70
IMAGE:268476	110188		70
IMAGE:268652	105418	CDKN1A	70
IMAGE:268726	223540		139
IMAGE:268791	223432		25
IMAGE:268877	226282		240
IMAGE:269060	307885		20
IMAGE:269216	220431		70
IMAGE:269231	222569		139
IMAGE:269300	220680	DDAH1	70
IMAGE:269563	223877	BLOV1	139
IMAGE:269728	221559		122
IMAGE:269733	226160		122
IMAGE:269751	226570		135
IMAGE:269752	225045	ZAK	52
IMAGE:26997	120927	RAD51C	124
IMAGE:270331	221745		124
IMAGE:270332	223904	KIAA0220	144
IMAGE:270620	225037	KIAA1458	135
IMAGE:270637	220191		139
IMAGE:270780	226642		25
IMAGE:270826	121449		25
IMAGE:270930	220745		25
IMAGE:270932	221739		25
IMAGE:271280	114060	FLJ22059	627
IMAGE:271478	121528	MXI1	70
IMAGE:271570	313270	SEC23A	38
IMAGE:271713	226370		139
IMAGE:271721	310996	NUDT4	476
IMAGE:271978	310325	NT5	70
IMAGE:272295	220486		25
IMAGE:272354	226965		25
IMAGE:272507	222077	ME1	70
IMAGE:272576	226407	KIAA0830	135
IMAGE:272630	221518	LOC51705	813
IMAGE:272711	224814		139
IMAGE:273425	223673		70
IMAGE:273499	115489		318
IMAGE:274677	310658		70
IMAGE:276688	#N/A	NA	378
IMAGE:277073	115675	MAP7	70
IMAGE:277305	98479	ARHB	70
IMAGE:277414	225160	MAF	16
IMAGE:27744	109476		662
IMAGE:277611	226641	MXI1	70
IMAGE:277697	99864		16
IMAGE:277740	108564	CCBL1	70
IMAGE:278004	225547		72
IMAGE:278024	220661		132
IMAGE:278137	117876		441
IMAGE:278687	99099	COPB2	70
IMAGE:278729	116710		70
IMAGE:279670	224032	BCAR3	70
IMAGE:279721	221886		373
IMAGE:279752	221835	DKFZP566O1646	70
IMAGE:279824	222987		70
IMAGE:279985	#N/A	NA	199
IMAGE:280131	100412		4
IMAGE:280233	220574	FLJ12838	70
IMAGE:280261	114755		576
IMAGE:280338	99671		4
IMAGE:280375	108090	PRO2000	124
IMAGE:280769	#N/A	NA	92
IMAGE:280907	99752	LOC57209	70
IMAGE:28096	#N/A	NA	4
IMAGE:280989	#N/A	NA	35
IMAGE:281509	119068		200
IMAGE:281585	225950	CDC27	124
IMAGE:28170	105183	C9orf10	132
IMAGE:281737	#N/A	NA	57
IMAGE:281745	104853		70
IMAGE:281892	223483	NT5	70
IMAGE:281898	224983	CKS1	124
IMAGE:282047	106694		1
IMAGE:282591	99353		146
IMAGE:282980	117507		70
IMAGE:283329	222205		70
IMAGE:283335	111222		98
IMAGE:283444	113755		265
IMAGE:283610	227019		336
IMAGE:283748	222875		196
IMAGE:283919	110559	H2AFL	70
IMAGE:284120	222122	FLJ10493	38
IMAGE:284247	222595	TIP47	70
IMAGE:284306	224597	FBXL3A	70
IMAGE:284619	#N/A	NA	70
IMAGE:284651	106249	BRPF3	61
IMAGE:284714	113805	PCDH9	338
IMAGE:284865	110450		594
IMAGE:285226	110798		70
IMAGE:287683	104020	KIAA1387	70
IMAGE:288683	100958		70
IMAGE:288768	117996		158
IMAGE:288918	104280		23
IMAGE:289107	118569	KIAA0471	212
IMAGE:289496	109993		70
IMAGE:289759	222999		4
IMAGE:289936	225987		70
IMAGE:290162	100857		70
IMAGE:290263	#N/A	NA	280
IMAGE:290309	111569		158
IMAGE:290399	119279		70
IMAGE:290597	118619	FN1	70
IMAGE:292171	120273		124
IMAGE:292399	99715	CPS1	70
IMAGE:292424	104399	FLJ20538	383
IMAGE:292568	#N/A	NA	70
IMAGE:292586	307530		73
IMAGE:292806	113098	CSE1L	38
IMAGE:292933	108164	KNSL2	124
IMAGE:292936	99561	FLJ10468	124
IMAGE:292964	113961	MPHOSPH1	124
IMAGE:293032	105977	TFAP2A	70
IMAGE:293290	307090		61
IMAGE:293336	103682		70
IMAGE:293950	108589	PIP5K1A	38
IMAGE:293964	112970	BTN3A1	70
IMAGE:294190	221530	DKFZP434P0721	57
IMAGE:294196	221734	LNK	70
IMAGE:295140	112378	FLJ10330	163
IMAGE:295483	120567		1
IMAGE:295514	#N/A	NA	694
IMAGE:295824	225852	FLJ11848	70
IMAGE:29585	101110		549
IMAGE:296030	106361		38
IMAGE:296155	112817	RAD51	124
IMAGE:296162	#N/A	NA	513
IMAGE:296393	#N/A	NA	140
IMAGE:29644	309236		691
IMAGE:296619	308820		370
IMAGE:296901	#N/A	NA	70
IMAGE:297178	98853	FLJ23311	124
IMAGE:297392	111826	MT1L	70
IMAGE:298021	223936	KIAA1209	535
IMAGE:298268	100816	BTG1	70
IMAGE:29841	117216		1
IMAGE:299664	118847	RPS6	70
IMAGE:29967	118640		495
IMAGE:299707	116378	FLJ13986	70
IMAGE:300012	104940	APOH	38
IMAGE:301158	110051	APPL	70
IMAGE:30118	308901		631
IMAGE:301191	102324	TNS	70
IMAGE:301196	100415	LOC51765	38
IMAGE:301388	105421	TOP2A	124
IMAGE:301392	112693		280
IMAGE:30170	112581	CASP3	124
IMAGE:301995	119020	ARGBP2	70
IMAGE:302188	110629	NEBL	245
IMAGE:302564	106939		57
IMAGE:302829	114214	SLC21A9	230
IMAGE:302933	118614	ACTC	70
IMAGE:303237	111504		510
IMAGE:305697	220988	SYN47	38
IMAGE:305843	115257	LOC51095	70
IMAGE:306344	118774	MAT2B	70
IMAGE:306376	118537		611
IMAGE:306755	#N/A	NA	226
IMAGE:307053	221565	OGN	30
IMAGE:307323	107161		92
IMAGE:307506	310608	MEIS1	294
IMAGE:307741	#N/A	NA	137
IMAGE:308038	103905	RPS18	70
IMAGE:308163	118763		1
IMAGE:308275	110370		70
IMAGE:308902	105628		133
IMAGE:309288	107410	RFC4	124
IMAGE:310034	#N/A	NA	1
IMAGE:310406	113708	IL6	70
IMAGE:31260	108978		229
IMAGE:31299	114022		61
IMAGE:320606	114489	TJP2	70
IMAGE:32122	309899	FLJ10210	731
IMAGE:321266	#N/A	NA	147
IMAGE:32145	306974		647
IMAGE:321488	117499	CEP4	70
IMAGE:321574	#N/A	NA	70
IMAGE:321751	110177		836
IMAGE:322218	222187	FLJ10326	70
IMAGE:32299	105550	IMPA2	70
IMAGE:32304	100869	CADPS	559
IMAGE:323371	101388	APP	1
IMAGE:323603	#N/A	NA	771
IMAGE:323644	161350	CTPS	70
IMAGE:323693	120193	AP1S1	1
IMAGE:323806	106098		70
IMAGE:324225	116761	RARRES3	70
IMAGE:324772	220204	LCCP	70
IMAGE:324861	99435	EGFR	70
IMAGE:325138	98965	LOC51306	70
IMAGE:32526	309219		463
IMAGE:325380	116912	LRP16	70
IMAGE:325545	98603		70
IMAGE:325822	102349	TGFA	70
IMAGE:327350	101118	HNRPA2B1	70
IMAGE:328287	108270		220
IMAGE:328542	314293	GALNT3	599
IMAGE:328768	310943		124
IMAGE:328868	106958	CD44	70
IMAGE:32887	222986	KIAA1363	70
IMAGE:340702	178466	KIAA1051	70
IMAGE:342349	98807	MAP3K14	70
IMAGE:342640	115900	KIAA0101	70
IMAGE:34326	102316		70
IMAGE:343744	119185	H1F0	70
IMAGE:344039	#N/A	NA	745
IMAGE:34409	#N/A	NA	290
IMAGE:344292	314556	HAL	63
IMAGE:344648	#N/A	NA	38
IMAGE:344721	114958		70
IMAGE:344802	#N/A	NA	141
IMAGE:345233	98456		59
IMAGE:345264	109052		89
IMAGE:345487	225549		70
IMAGE:345616	#N/A	NA	38
IMAGE:345935	117952		70
IMAGE:346000	246301		187
IMAGE:346134	111918	CRHSP-24	70
IMAGE:346682	100432		4
IMAGE:346860	309173		70
IMAGE:347498	119065		70
IMAGE:34852	116338	BIRC2	70
IMAGE:34905	107296	FLJ23399	70
IMAGE:34969	104801		382
IMAGE:35394	119700		45
IMAGE:357341	105823	KIAA0764	70
IMAGE:357373	#N/A	NA	124
IMAGE:357418	244403		70
IMAGE:35807	110279		5
IMAGE:359119	102513	CKS2	124
IMAGE:359191	113700	H11	70
IMAGE:359285	99053		70
IMAGE:359457	112690	TAGLN	70
IMAGE:359610	116630	BMP2	70
IMAGE:360025	#N/A	NA	158
IMAGE:360254	308090	CYR61	70
IMAGE:360539	178374	PPP3CB	70
IMAGE:361456	99822	DDIT3	70
IMAGE:361611	311498	TOB1	70
IMAGE:362483	108874		70
IMAGE:362881	226509		188
IMAGE:363003	221652	SLC21A12	38
IMAGE:36367	108155		70
IMAGE:36397	310738		765
IMAGE:364613	#N/A	NA	210
IMAGE:365517	104074		70
IMAGE:36584	114031	KIAA0849	70
IMAGE:365883	100256	C21ORF33	70
IMAGE:366057	115337	CDC25A	124
IMAGE:366105	107556	PPP1R10	124
IMAGE:366414	222600	ICBP90	124
IMAGE:366830	117042		1
IMAGE:36688	#N/A	NA	7
IMAGE:366889	119385	KRT17	70
IMAGE:366902	307304	SLPI	1
IMAGE:366971	112387	TOP2A	124
IMAGE:37355	308222	KIAA0092	70
IMAGE:37408	112241		4
IMAGE:376343	#N/A	NA	38
IMAGE:37671	111051	FLJ21610	70
IMAGE:377270	246499		70
IMAGE:377346	#N/A	NA	70
IMAGE:377433	#N/A	NA	70
IMAGE:377440	102021		177
IMAGE:377461	100059	CAV1	70
IMAGE:377827	226512		242
IMAGE:377884	220796		362
IMAGE:378032	223939	KIAA0855	70
IMAGE:378433	223251	FLJ11323	70
IMAGE:378458	225383		20
IMAGE:379397	223538		4
IMAGE:379484	#N/A	NA	263
IMAGE:379485	225130		233
IMAGE:380797	98739	RBM3	70
IMAGE:381104	#N/A	NA	183
IMAGE:381118	222781		74
IMAGE:382467	222708		103
IMAGE:382773	106378	CS-1	70
IMAGE:38325	116339		5
IMAGE:384491	224151		607
IMAGE:38676	110068	SNAP29	70
IMAGE:38755	307551	GABRE	626
IMAGE:38816	103299	TUBA1	70
IMAGE:391949	223915	SH2D2A	70
IMAGE:392093	308489	EEF1A1	38
IMAGE:392678	225063	ENO1	70
IMAGE:395864	222652		135
IMAGE:395885	224805		139
IMAGE:395974	220548		139
IMAGE:396006	221507		135
IMAGE:396057	222684		139
IMAGE:396098	220953		139
IMAGE:396111	221094		25
IMAGE:396214	227030	KIAA0833	25
IMAGE:396234	224289		135
IMAGE:396240	226422		127
IMAGE:396252	221531		135
IMAGE:396297	222681		135
IMAGE:396797	220576		139
IMAGE:396829	220259		122
IMAGE:396839	222423		139
IMAGE:397268	220300		135
IMAGE:397412	226754		139
IMAGE:397575	224051		25
IMAGE:397577	224104		73
